CollectionCode	HMS	StructuredFormula	StructureType	Authors	CellParameter	CellVolume	Temperature	Pressure	PublicationYear	Quality	
258147	P 2 3	(Na7.7 (Mn O2)1.7) (Al Si O4)6	(Na7.7(MnO2)1.7)(AlSiO4)6	Petersen, Hilke; Robben, Lars; Sehovic, Malik; Gesing, Thorsten M.	9.1921(1) 9.1921(1) 9.1921(1) 90. 90. 90.	776.68	920.00	0.101325	2017	10	
258148	P 2 3	(Na7.7 (Mn O2)1.7) (Al Si O4)6	(Na7.7(MnO2)1.7)(AlSiO4)6	Petersen, Hilke; Robben, Lars; Sehovic, Malik; Gesing, Thorsten M.	9.1924(1) 9.1924(1) 9.1924(1) 90. 90. 90.	776.76	940.00	0.101325	2017	10	
258149	P 2 3	(Na7.7 (Mn O2)1.7) (Al Si O4)6	(Na7.7(MnO2)1.7)(AlSiO4)6	Petersen, Hilke; Robben, Lars; Sehovic, Malik; Gesing, Thorsten M.	9.1927(1) 9.1927(1) 9.1927(1) 90. 90. 90.	776.83	960.00	0.101325	2017	10	
258150	P 2 3	(Na7.7 (Mn O2)1.7) (Al Si O4)6	(Na7.7(MnO2)1.7)(AlSiO4)6	Petersen, Hilke; Robben, Lars; Sehovic, Malik; Gesing, Thorsten M.	9.1926(1) 9.1926(1) 9.1926(1) 90. 90. 90.	776.81	980.00	0.101325	2017	10	
258151	P 2 3	(Na7.7 (Mn O2)1.7) (Al Si O4)6	(Na7.7(MnO2)1.7)(AlSiO4)6	Petersen, Hilke; Robben, Lars; Sehovic, Malik; Gesing, Thorsten M.	9.1923(1) 9.1923(1) 9.1923(1) 90. 90. 90.	776.73	1000.00	0.101325	2017	10	
258152	P 2 3	(Na7.7 (Mn O2)1.7) (Al Si O4)6	(Na7.7(MnO2)1.7)(AlSiO4)6	Petersen, Hilke; Robben, Lars; Sehovic, Malik; Gesing, Thorsten M.	9.1920(1) 9.1920(1) 9.1920(1) 90. 90. 90.	776.66	1020.00	0.101325	2017	10	
258153	P 2 3	(Na7.7 (Mn O2)1.7) (Al Si O4)6	(Na7.7(MnO2)1.7)(AlSiO4)6	Petersen, Hilke; Robben, Lars; Sehovic, Malik; Gesing, Thorsten M.	9.1916(1) 9.1916(1) 9.1916(1) 90. 90. 90.	776.56	1040.00	0.101325	2017	10	
258154	P 2 3	(Na7.7 (Mn O2)1.7) (Al Si O4)6	(Na7.7(MnO2)1.7)(AlSiO4)6	Petersen, Hilke; Robben, Lars; Sehovic, Malik; Gesing, Thorsten M.	9.1918(1) 9.1918(1) 9.1918(1) 90. 90. 90.	776.60	1060.00	0.101325	2017	10	
258155	P 2 3	(Na7.7 (Mn O2)1.7) (Al Si O4)6	(Na7.7(MnO2)1.7)(AlSiO4)6	Petersen, Hilke; Robben, Lars; Sehovic, Malik; Gesing, Thorsten M.	9.1933(2) 9.1933(2) 9.1933(2) 90. 90. 90.	776.99	1080.00	0.101325	2017	10	
258156	P 2 3	(Na7.7 (Mn O2)1.7) (Al Si O4)6	(Na7.7(MnO2)1.7)(AlSiO4)6	Petersen, Hilke; Robben, Lars; Sehovic, Malik; Gesing, Thorsten M.	9.1943(3) 9.1943(3) 9.1943(3) 90. 90. 90.	777.24	1100.00	0.101325	2017	10	
75909	P -4 3 n	Na8 (Al6 Si6 O24) (Mn O4)2	Na8Al6Si6O24Cl2-frame	Brenchley, M.E.; Weller, M.T.	9.10811(5) 9.10811(5) 9.10811(5) 90. 90. 90.	755.59	300.00	0.101325	1994	10	
75910	P -4 3 n	Na8 (Al6 Si6 O24) (Mn O4)2	Na8Al6Si6O24Cl2-frame	Brenchley, M.E.; Weller, M.T.	9.08339(5) 9.08339(5) 9.08339(5) 90. 90. 90.	749.45	4.00	0.101325	1994	10	
83839	P -4 3 n	Mn8 (Be Si O4)6 Se2	Na8Al6Si6O24Cl2-frame	Dann, S.E.; Weller, M.T.; Rainford, B.D.; Adroja, D.T.	8.3310(3) 8.3310(3) 8.3310(3) 90. 90. 90.	578.22	293.00	0.101325	1997	10	
83840	P -4 3 n	Mn8 (Be Si O4)6 Te2	Na8Al6Si6O24Cl2-frame	Dann, S.E.; Weller, M.T.; Rainford, B.D.; Adroja, D.T.	8.4262(4) 8.4262(4) 8.4262(4) 90. 90. 90.	598.27	293.00	0.101325	1997	10	
83842	P -4 3 n	Mn8 (Be Ge O4)6 Se2	Na8Al6Si6O24Cl2-frame	Dann, S.E.; Weller, M.T.; Rainford, B.D.; Adroja, D.T.	8.5153(3) 8.5153(3) 8.5153(3) 90. 90. 90.	617.45	293.00	0.101325	1997	10	
129857	I m -3	La Cu3 Mn Ti3 O12	NaMn7O12	Kumar, Lalit; Sen, Sujan; Mandal, Tapas Kumar	7.4663(6) 7.4663(6) 7.4663(6) 90. 90. 90.	416.21	293.00	0.101325	2024	10	
129858	I m -3	Nd Cu3 Mn Ti3 O12	NaMn7O12	Kumar, Lalit; Sen, Sujan; Mandal, Tapas Kumar	7.4526(8) 7.4526(8) 7.4526(8) 90. 90. 90.	413.93	293.00	0.101325	2024	10	
129859	I m -3	La Cu3 Mn1.3 Ti2.7 O12	NaMn7O12	Kumar, Lalit; Sen, Sujan; Mandal, Tapas Kumar	7.4515(6) 7.4515(6) 7.4515(6) 90. 90. 90.	413.74	293.00	0.101325	2024	10	
129860	I m -3	Nd Cu3 Mn1.3 Ti2.7 O12	NaMn7O12	Kumar, Lalit; Sen, Sujan; Mandal, Tapas Kumar	7.4515(6) 7.4515(6) 7.4515(6) 90. 90. 90.	413.74	293.00	0.101325	2024	10	
148497	I m -3	La Mn3 Ru2 Fe2 O12	NaMn7O12	Morimura, Amane; Kamiyama, Sachiko; Hayashi, Naoaki; Yamamoto, Hajime; Yamada, Ikuya	7.50898(7) 7.50898(7) 7.50898(7) 90. 90. 90.	423.39	293.00	0.101325	2023	10	
155753	I m -3	Ca (Cu0.848 Mn0.152)3 ((Mn3 Ti) O11.62)	NaMn7O12	Falcon, H.; Alonso, J.A.; Sanchez Benitez, J.; Martinez Lope, M.J.	7.265(1) 7.265(1) 7.265(1) 90. 90. 90.	383.45	293.00	0.101325	2006	10	
183116	I m -3	Ca (Cu0.72 Mn0.28)3 (Ru0.62 Mn0.38)4 O12	NaMn7O12	de la Calle, C.; Sanchez-Benitez, J.; Barbanson, F.; Nemes, N.; Fernandez-Diaz, M.T.; Alonso, J.A.	7.37996(6) 7.37996(6) 7.37996(6) 90. 90. 90.	401.94	295.00	0.101325	2011	10	
183117	I m -3	Ca (Cu0.72 Mn0.28)3 (Ru0.62 Mn0.38)4 O12	NaMn7O12	de la Calle, C.; Sanchez-Benitez, J.; Barbanson, F.; Nemes, N.; Fernandez-Diaz, M.T.; Alonso, J.A.	7.37486(7) 7.37486(7) 7.37486(7) 90. 90. 90.	401.11	200.00	0.101325	2011	10	
183118	I m -3	Ca (Cu0.72 Mn0.28)3 (Ru0.62 Mn0.38)4 O12	NaMn7O12	de la Calle, C.; Sanchez-Benitez, J.; Barbanson, F.; Nemes, N.; Fernandez-Diaz, M.T.; Alonso, J.A.	7.37087(6) 7.37087(6) 7.37087(6) 90. 90. 90.	400.46	2.00	0.101325	2011	10	
188727	I m -3	Bi (Cu2.70 Mn0.30) (Mn2.95 Fe1.05) O12	NaMn7O12	Kayser, P.; Martinez-Lope, M.J.; Alonso, J.A.; Sanchez-Benitez, J.; Fernandez, M.T.	7.32573(6) 7.32573(6) 7.32573(6) 90. 90. 90.	393.14	293.00	0.101325	2013	10	
188728	I m -3	Bi (Cu2.70 Mn0.30) (Mn2.95 Fe1.05) O12	NaMn7O12	Kayser, P.; Martinez-Lope, M.J.; Alonso, J.A.; Sanchez-Benitez, J.; Fernandez, M.T.	7.31427(7) 7.31427(7) 7.31427(7) 90. 90. 90.	391.30	4.00	0.101325	2013	10	
188729	I m -3	Bi (Cu2.72 Mn0.28) (Mn2.36 Fe1.64) O12	NaMn7O12	Kayser, P.; Martinez-Lope, M.J.; Alonso, J.A.; Sanchez-Benitez, J.; Fernandez, M.T.	7.34665(9) 7.34665(9) 7.34665(9) 90. 90. 90.	396.52	293.00	0.101325	2013	10	
188730	I m -3	Bi (Cu2.72 Mn0.28) (Mn2.36 Fe1.64) O12	NaMn7O12	Kayser, P.; Martinez-Lope, M.J.; Alonso, J.A.; Sanchez-Benitez, J.; Fernandez, M.T.	7.3356(1) 7.3356(1) 7.3356(1) 90. 90. 90.	394.74	4.00	0.101325	2013	10	
211214	I m -3	(Nd0.9 Na0.1) Mn3 (Ti3.6 Mn0.4) O12	LaMn3Ti4O12	Liu, Ran; Tanaka, Masahiko; Yamaura, Kazunari; Belik, Alexei A.	7.56483(1) 7.56483(1) 7.56483(1) 90. 90. 90.	432.91	293.00	0.101325	2025	10	
211215	I m -3	(Nd0.8 Na0.2) Mn3 (Ti3.7 Mn0.3) O12	LaMn3Ti4O12	Liu, Ran; Tanaka, Masahiko; Yamaura, Kazunari; Belik, Alexei A.	7.55159(1) 7.55159(1) 7.55159(1) 90. 90. 90.	430.64	293.00	0.101325	2025	10	
237848	I m -3	(La0.78 Na0.22) Mn3 Ti4 O12	LaMn3Ti4O12	Tohyama, Takenori; Senn, Mark S.; Saito, Takashi; Chen, Wei-tin; Tang, Chiu C.; Attfield, J.Paul; Shimakawa, Yuichi	7.56259(2) 7.56259(2) 7.56259(2) 90. 90. 90.	432.53	293.00	0.101325	2013	10	
238988	I m -3	Ca Cu2.34 (Mn4.42 Al0.24) O12	NaMn7O12	Ben Hassine, R.; Cherif, W.; Sanchez-Benitez, J.; Mompean, F.J.; Fernandez-Diaz, M.T.; Elhalouani, F.; Alonso, J.A.	7.2326(2) 7.2326(2) 7.2326(2) 90. 90. 90.	378.34	298.00	0.101325	2015	10	
238989	I m -3	Ca Cu2.34 (Mn4.42 Al0.24) O12	NaMn7O12	Ben Hassine, R.; Cherif, W.; Sanchez-Benitez, J.; Mompean, F.J.; Fernandez-Diaz, M.T.; Elhalouani, F.; Alonso, J.A.	7.2243(2) 7.2243(2) 7.2243(2) 90. 90. 90.	377.04	2.00	0.101325	2015	10	
239396	I m -3	Bi Mn3 (Fe0.25 Ti0.75)4 O12	LaMn3Ti4O12	Shimura, Gen; Niwa, Ken; Shirako, Yuichi; Muto, Shunsuke; Kusaba, Keiji; Hasegawa, Masashi	7.5937(3) 7.5937(3) 7.5937(3) 90. 90. 90.	437.89	293.00	0.101325	2016	10	
250907	I m -3	Ca (Cu2.55 Mn0.45) (V O3)4	NaMn7O12	Zhang, Shoubao; Saito, Takashi; Chen, Wei-tin; Mizumaki, Masaichiro; Shimakawa, Yuichi	7.2939(1) 7.2939(1) 7.2939(1) 90. 90. 90.	388.04	293.00	0.101325	2013	10	
250908	I m -3	Ca (Cu2.07 Mn0.93) (V O3)4	NaMn7O12	Zhang, Shoubao; Saito, Takashi; Chen, Wei-tin; Mizumaki, Masaichiro; Shimakawa, Yuichi	7.3120(2) 7.3120(2) 7.3120(2) 90. 90. 90.	390.94	293.00	0.101325	2013	10	
250909	I m -3	Ca (Cu1.74 Mn1.26) (V O3)4	NaMn7O12	Zhang, Shoubao; Saito, Takashi; Chen, Wei-tin; Mizumaki, Masaichiro; Shimakawa, Yuichi	7.3330(1) 7.3330(1) 7.3330(1) 90. 90. 90.	394.32	293.00	0.101325	2013	10	
250910	I m -3	Ca (Cu0.93 Mn2.07) (V O3)4	NaMn7O12	Zhang, Shoubao; Saito, Takashi; Chen, Wei-tin; Mizumaki, Masaichiro; Shimakawa, Yuichi	7.3592(2) 7.3592(2) 7.3592(2) 90. 90. 90.	398.56	293.00	0.101325	2013	10	
250911	I m -3	Ca (Cu0.3 Mn2.7) (V O3)4	NaMn7O12	Zhang, Shoubao; Saito, Takashi; Chen, Wei-tin; Mizumaki, Masaichiro; Shimakawa, Yuichi	7.3803(3) 7.3803(3) 7.3803(3) 90. 90. 90.	402.00	293.00	0.101325	2013	10	
253264	I m -3	La Mn3 (Al0.25 Ti0.75)4 O12	LaMn3Ti4O12	Shimura, Gen; Shirako, Yuichi; Niwa, Ken; Hasegawa, Masashi	7.45727(6) 7.45727(6) 7.45727(6) 90. 90. 90.	414.71	293.00	0.101325	2016	10	
253265	I m -3	Pr Mn3 (Al0.25 Ti0.75)4 O12	LaMn3Ti4O12	Shimura, Gen; Shirako, Yuichi; Niwa, Ken; Hasegawa, Masashi	7.51405(7) 7.51405(7) 7.51405(7) 90. 90. 90.	424.24	293.00	0.101325	2016	10	
253266	I m -3	Nd Mn3 (Al0.25 Ti0.75)4 O12	LaMn3Ti4O12	Shimura, Gen; Shirako, Yuichi; Niwa, Ken; Hasegawa, Masashi	7.50743(7) 7.50743(7) 7.50743(7) 90. 90. 90.	423.13	293.00	0.101325	2016	10	
253267	I m -3	Sm Mn3 (Al0.25 Ti0.75)4 O12	LaMn3Ti4O12	Shimura, Gen; Shirako, Yuichi; Niwa, Ken; Hasegawa, Masashi	7.47942(13) 7.47942(13) 7.47942(13) 90. 90. 90.	418.41	293.00	0.101325	2016	10	
253268	I m -3	(Sm0.802 Mn0.198) (Sm0.066 Mn0.934)3 (Al0.25 Ti0.75)4 O12	LaMn3Ti4O12	Shimura, Gen; Shirako, Yuichi; Niwa, Ken; Hasegawa, Masashi	7.47937(8) 7.47937(8) 7.47937(8) 90. 90. 90.	418.41	293.00	0.101325	2016	10	
260864	I m -3	La Cu2.5 (Mn3.91 Fe0.6) O11.74	NaMn7O12	Sanchez Benitez, J.; Retuerto, M.; Martinez Lope, M.J.; de la Calle, C.; Fernandez Diaz, M.T.; Alonso, J.A.	7.3516(1) 7.3516(1) 7.3516(1) 90. 90. 90.	397.32	293.00	0.101325	2010	10	
260865	I m -3	La Cu2.62 (Mn3.32 Fe1.06) O11.81	NaMn7O12	Sanchez Benitez, J.; Retuerto, M.; Martinez Lope, M.J.; de la Calle, C.; Fernandez Diaz, M.T.; Alonso, J.A.	7.3597(7) 7.3597(7) 7.3597(7) 90. 90. 90.	398.64	293.00	0.101325	2010	10	
35135	I m -3	La Cu3 (Mn3 Ti) O12	NaMn7O12	Haque, Ariful; Das, Radhamadhab; Vasundhara, M.; Ghosh, Debamalya; Gayen, Arup; Mahata, Partha; Kundu, Asish K.; Seikh, Md. Motin	7.422(4) 7.422(4) 7.422(4) 90. 90. 90.	408.85	293.00	0.101325	2021	-1	
35159	I m -3	La Cu3 (Mn3.5 Ti0.5) O12	NaMn7O12	Haque, Ariful; Das, Radhamadhab; Vasundhara, M.; Ghosh, Debamalya; Gayen, Arup; Mahata, Partha; Kundu, Asish K.; Seikh, Md. Motin	7.406(1) 7.406(1) 7.406(1) 90. 90. 90.	406.21	293.00	0.101325	2021	-1	
35160	I m -3	La (Cu2 Mn) (Mn3 Ti) O12	NaMn7O12	Haque, Ariful; Das, Radhamadhab; Vasundhara, M.; Ghosh, Debamalya; Gayen, Arup; Mahata, Partha; Kundu, Asish K.; Seikh, Md. Motin	7.415(3) 7.415(3) 7.415(3) 90. 90. 90.	407.69	293.00	0.101325	2021	-1	
132491	I m -3	(Nd0.8 Na0.2) Mn3 (Ti0.925 Mn0.075)4 O12	LaMn3Ti4O12	Liu, Ran; Scatena, Rebecca; Khalyavin, Dmitry D.; Johnson, Roger D.; Inaguma, Yoshiyuki; Tanaka, Masahiko; Matsushita, Yoshitaka; Yamaura, Kazunari; Belik, Alexei A.	7.55000(2) 7.55000(2) 7.55000(2) 90. 90. 90.	430.37	295.00	0.101325	2020	-1	
183111	I m -3	Ca Cu3 (Ru3.5 Mn0.5) O12	NaMn7O12	de la Calle, C.; Sanchez-Benitez, J.; Barbanson, F.; Nemes, N.; Fernandez-Diaz, M.T.; Alonso, J.A.	7.4113(8) 7.4113(8) 7.4113(8) 90. 90. 90.	407.08	295.00	0.101325	2011	-1	
183112	I m -3	Ca Cu3 (Ru3 Mn) O12	NaMn7O12	de la Calle, C.; Sanchez-Benitez, J.; Barbanson, F.; Nemes, N.; Fernandez-Diaz, M.T.; Alonso, J.A.	7.4015(8) 7.4015(8) 7.4015(8) 90. 90. 90.	405.47	295.00	0.101325	2011	-1	
183113	I m -3	Ca Cu3 (Ru2.5 Mn1.5) O12	NaMn7O12	de la Calle, C.; Sanchez-Benitez, J.; Barbanson, F.; Nemes, N.; Fernandez-Diaz, M.T.; Alonso, J.A.	7.394(1) 7.394(1) 7.394(1) 90. 90. 90.	404.24	295.00	0.101325	2011	-1	
183114	I m -3	Ca Cu3 (Ru2 Mn2) O12	NaMn7O12	de la Calle, C.; Sanchez-Benitez, J.; Barbanson, F.; Nemes, N.; Fernandez-Diaz, M.T.; Alonso, J.A.	7.375(1) 7.375(1) 7.375(1) 90. 90. 90.	401.13	295.00	0.101325	2011	-1	
183115	I m -3	Ca Cu3 (Ru Mn3) O12	NaMn7O12	de la Calle, C.; Sanchez-Benitez, J.; Barbanson, F.; Nemes, N.; Fernandez-Diaz, M.T.; Alonso, J.A.	7.345(2) 7.345(2) 7.345(2) 90. 90. 90.	396.26	295.00	0.101325	2011	-1	
34838	I a -3 d	Mn2.6 Fe0.4 Al2 (Si O4)3	Y3Al5O12	Novak, G.A.; Gibbs, G.V.	11.612(1) 11.612(1) 11.612(1) 90. 90. 90.	1565.75	293.00	0.101325	1971	10	
50621	I a -3 d	(Mn2.21 Fe0.79) Al2 (Si O4)3	Y3Al5O12	Sawada, H.	11.596(14) 11.596(14) 11.596(14) 90. 90. 90.	1559.28	293.00	0.101325	1999	10	
50622	I a -3 d	(Mn2.21 Fe0.79) Al2 (Si O4)3	Y3Al5O12	Sawada, H.	11.596(14) 11.596(14) 11.596(14) 90. 90. 90.	1559.28	293.00	0.101325	1999	10	
50623	I a -3 d	(Mn2.37 Ca0.63) Al2 (Si O4)3	Y3Al5O12	Sawada, H.	11.6501(7) 11.6501(7) 11.6501(7) 90. 90. 90.	1581.21	293.00	0.101325	1999	10	
50624	I a -3 d	(Mn2.37 Ca0.63) Al2 (Si O4)3	Y3Al5O12	Sawada, H.	11.6501(7) 11.6501(7) 11.6501(7) 90. 90. 90.	1581.21	293.00	0.101325	1999	10	
61782	I a -3 d	Ca2.43 Mn1.29 Al1.28 (Si O4)3	Y3Al5O12	Arni, R.; Langer, K.; Tillmanns, E.	11.867(1) 11.867(1) 11.867(1) 90. 90. 90.	1671.18	293.00	0.101325	1985	10	
86307	I a -3 d	(Na0.9 Ca2.1) (Ca0.28 Mn1.72) (V O4)3	Y3Al5O12	Lobanov, N.N.; Butman, L.A.; Tsirel'son, V.G. (Tsirelson, V.G.)	12.576(1) 12.576(1) 12.576(1) 90. 90. 90.	1988.97	293.00	0.101325	1989	10	
160647	I a -3 d	Ag Ca2 Mn2 (V O4)3	Y3Al5O12	Awaka, J.; Kijima, N.; Akimoto, J.; Nagata, S.	12.596(2) 12.596(2) 12.596(2) 90. 90. 90.	1998.47	293.00	0.101325	2008	10	
160648	I a -3 d	Na Pb2 Mn2 (V O4)3	Y3Al5O12	Awaka, J.; Kijima, N.; Akimoto, J.; Nagata, S.	12.876(2) 12.876(2) 12.876(2) 90. 90. 90.	2134.73	293.00	0.101325	2008	10	
408194	I a -3 d	(Ag Ca2) Mn2 (V O4)3	Y3Al5O12	Rettich, R.; Müller-Buschbaum, Hk.	12.6084(9) 12.6084(9) 12.6084(9) 90. 90. 90.	2004.38	293.00	0.101325	1998	10	
409715	I a -3 d	Mn3 (Mn0.6 Ga1.4) (Ge2.86 Si0.14) O12	Y3Al5O12	Wartchow, R.; Mueller, L.; Binnewies, M.	12.043(3) 12.043(3) 12.043(3) 90. 90. 90.	1746.64	300.00	0.101325	2003	10	
425581	I a -3	(Cu0.11 Fe0.07 Ti0.11 Mn0.21) (Cu0.33 Fe0.21 Mn0.63 Ti0.33) O3	Mn2O3	Dani Tulchinsky; Vladimir Uvarov; Inna Popov; Daniel Mandler; Shlomo Magdassi	9.4267(5) 9.4267(5) 9.4267(5) 90. 90. 90.	837.68	293.00	0.101325	2014	10	
46828	I a -3	(Zr0.95 Er0.02 Mn0.03) Te3 O8	TiTe3O8	Kabadou, S.; Horcheni, J.; Mselmi, F.; Kabadou, A.; Dhahri, E.; Bessais, L.	11.3160(1) 11.3160(1) 11.3160(1) 90. 90. 90.	1449.03	293.00	0.101325	2022	-1	
7811	F m -3 m	Sr2 Fe (Mn0.5 W0.5) O6	K2NaAlF6	García-Ramos, Crisanto A.; Larrégola, Sebastián; Retuerto, María; Fernández-Díaz, María Teresa; Krezhov, Kiril; Alonso, José Antonio	7.8434(3) 7.8434(3) 7.8434(3) 90. 90. 90.	482.52	295.00	0.101325	2018	10	
96530	F m -3 m	(La0.97 Sr1.03) Mn Co O6	K2NaAlF6	Androulakis, J.; Katsarakis, N.; Giapintzakis, J.; Vouroutzis, N.; Pavlidou, E.; Chrissafis, K.; Polychroniadis, E.K.; Perdikatsis, V.	7.6891(2) 7.6891(2) 7.6891(2) 90 90 90	454.60	297.00	0.101325	2003	10	
114310	F m -3 m	(Li0.75 Mn0.25 Ti0.12) (O0.75 F0.38)	NaCl	Moghadam, Yasaman Shirazi; El Kharbachi, Abdel; Diemant, Thomas; Melinte, Georgian; Hu, Yang; Fichtner, Maximilian	4.1856(6) 4.1856(6) 4.1856(6) 90. 90. 90.	73.33	293.00	0.101325	2021	10	
114311	F m -3 m	(Li0.68 Mn0.15 Ti0.16) (O0.63 F0.37)	NaCl	Moghadam, Yasaman Shirazi; El Kharbachi, Abdel; Diemant, Thomas; Melinte, Georgian; Hu, Yang; Fichtner, Maximilian	4.1899(4) 4.1899(4) 4.1899(4) 90. 90. 90.	73.55	293.00	0.101325	2021	10	
114312	F m -3 m	(Li0.76 Mn0.08 Ti0.16) (O0.72 F0.28)	NaCl	Moghadam, Yasaman Shirazi; El Kharbachi, Abdel; Diemant, Thomas; Melinte, Georgian; Hu, Yang; Fichtner, Maximilian	4.1934(6) 4.1934(6) 4.1934(6) 90. 90. 90.	73.74	293.00	0.101325	2021	10	
141493	F m -3 m	Li1.2 Mn0.625 Nb0.175 O1.95 F0.05	NaCl	Yue, Yuan; Li, Ning; Li, Linze; Foley, Emily E.; Fu, Yanbao; Battaglia, Vincent S.; Clément, Raphaële J.; Wang, Chongmin; Tong, Wei	4.1754(1) 4.1754(1) 4.1754(1) 90. 90. 90.	72.79	293.00	0.101325	2020	10	
164996	F m -3 m	Ca2 (Fe Mn0.5 W0.5) O5.98	K2NaAlF6	Ramesha, K.; Prakash, A.S.	7.7441(3) 7.7441(3) 7.7441(3) 90. 90. 90.	464.42	293.00	0.101325	2009	10	
164997	F m -3 m	Sr2 (Fe Mn0.5 W0.5) O6.01	K2NaAlF6	Ramesha, K.; Prakash, A.S.	7.8873(2) 7.8873(2) 7.8873(2) 90. 90. 90.	490.66	293.00	0.101325	2009	10	
164999	F m -3 m	Ba2 (Fe Mn0.5 W0.5) O5.72	K2NaAlF6-x	Ramesha, K.; Prakash, A.S.	8.1239(4) 8.1239(4) 8.1239(4) 90. 90. 90.	536.16	293.00	0.101325	2009	10	
194061	F m -3 m	Ba2 (Nd0.49 Mn0.51) (Mo O6)	K2NaAlF6	Coomer, Fiona C.; Cussen, Edmund J.	8.36201(13) 8.36201(13) 8.36201(13) 90. 90. 90.	584.70	298.00	0.101325	2014	10	
194062	F m -3 m	Ba2 (Nd0.49 Mn0.51) (Mo O6)	K2NaAlF6	Coomer, Fiona C.; Cussen, Edmund J.	8.3377(2) 8.3377(2) 8.3377(2) 90. 90. 90.	579.61	15.00	0.101325	2014	10	
194063	F m -3 m	Ba2 (Nd0.49 Mn0.51) (Mo O6)	K2NaAlF6	Coomer, Fiona C.; Cussen, Edmund J.	8.3375(2) 8.3375(2) 8.3375(2) 90. 90. 90.	579.57	1.50	0.101325	2014	10	
194064	F m -3 m	Ba2 (Nd0.29 Mn0.71) (Mo O6)	K2NaAlF6	Coomer, Fiona C.; Cussen, Edmund J.	8.2828(2) 8.2828(2) 8.2828(2) 90. 90. 90.	568.24	298.00	0.101325	2014	10	
194065	F m -3 m	Ba2 (Nd0.1 Mn0.9) (Mo O6)	K2NaAlF6	Coomer, Fiona C.; Cussen, Edmund J.	8.20686(8) 8.20686(8) 8.20686(8) 90. 90. 90.	552.76	298.00	0.101325	2014	10	
194066	F m -3 m	Ba2 (Nd0.1 Mn0.9) (Mo O6)	K2NaAlF6	Coomer, Fiona C.; Cussen, Edmund J.	8.18876(9) 8.18876(9) 8.18876(9) 90. 90. 90.	549.11	1.50	0.101325	2014	10	
207542	F m -3 m	Ba2 Mn W O4.42 N1.58	K2NaAlF6	Oró-Solé, Judith; Frontera, Carlos; Guarín, Jhonatan R.; Gàzquez, Jaume; Mundet, Bernat; Ritter, Clemens; Fontcuberta, Josep; Fuertes, Amparo	8.2434(5) 8.2434(5) 8.2434(5) 90. 90. 90.	560.17	293.00	0.101325	2024	10	
207544	F m -3 m	Ba2 Mn W O4.64 N1.36	K2NaAlF6	Oró-Solé, Judith; Frontera, Carlos; Guarín, Jhonatan R.; Gàzquez, Jaume; Mundet, Bernat; Ritter, Clemens; Fontcuberta, Josep; Fuertes, Amparo	8.24144(4) 8.24144(4) 8.24144(4) 90. 90. 90.	559.77	293.00	0.101325	2024	10	
35952	F m -3 m	Ba2 La (Sb0.998 Mn0.002) O6	K2NaAlF6	Park, Jin Young; Jang, Ki Wan; Yang, Hyun Kyoung	8.563 8.563 8.563 90. 90. 90.	627.88	293.00	0.101325	2021	-1	
86018	F m -3 m	Ba La Mn Ta O6	K2NaAlF6	Horikubi, T.; Watanabe, H.; Kamegashira, N.	8.1752(2) 8.1752(2) 8.1752(2) 90. 90. 90.	546.38	293.00	0.101325	1998	-1	
88196	F m -3 m	Ba La Mn Mo O6	K2NaAlF6	Horikubi, T.; Kamegashira, N.	8.1174(2) 8.1174(2) 8.1174(2) 90. 90. 90.	534.87	298.00	0.101325	1999	-1	
95068	F m -3 m	Ba La Mn Mo O6	K2NaAlF6	Li, S.-W.; Greenblatt, M.	8.1269(1) 8.1269(1) 8.1269(1) 90 90 90	536.75	293.00	0.101325	2002	-1	
115720	F m -3 m	((Li0.65 Mn0.34 Ti0.17) O0.99 F0.13)0.89	NaCl	Moghadam, Yasaman Shirazi; Dinda, Sirshendu; El Kharbachi, Abdel; Melinte, Georgian; Kübel, Christian; Fichtner, Maximilian	4.208(2) 4.208(2) 4.208(2) 90. 90. 90.	74.51	293.00	0.101325	2022	-1	
115721	F m -3 m	((Li0.69 Mn0.31 Ti0.14) O0.90 F0.25)0.87	NaCl	Moghadam, Yasaman Shirazi; Dinda, Sirshendu; El Kharbachi, Abdel; Melinte, Georgian; Kübel, Christian; Fichtner, Maximilian	4.206(1) 4.206(1) 4.206(1) 90. 90. 90.	74.41	293.00	0.101325	2022	-1	
115722	F m -3 m	((Li0.75 Mn0.25 Ti0.12) O0.74 F0.36)0.91	NaCl	Moghadam, Yasaman Shirazi; Dinda, Sirshendu; El Kharbachi, Abdel; Melinte, Georgian; Kübel, Christian; Fichtner, Maximilian	4.179(2) 4.179(2) 4.179(2) 90. 90. 90.	72.98	293.00	0.101325	2022	-1	
61080	F d -3 m Z	Li0.5 Ni0.75 Mn0.13 Co0.12 O2	MgAl2O4	Sun, Jianming; Cao, Xin; Yang, Huijun; He, Ping; Dato, Michael A.; Cabana, Jordi; Zhou, Haoshen	8.2682(2) 8.2682(2) 8.2682(2) 90. 90. 90.	565.24	293.00	0.101325	2022	10	
66855	F d -3 m Z	(Mg0.117 Al0.016 Mn0.663 Fe0.203) (Mg0.025 Al1.757 Mn0.152 Fe0.067) O4	MgAl2O4	Lucchesi, S.; Russo, U.; della Giusta, A.	8.2226(3) 8.2226(3) 8.2226(3) 90. 90. 90.	555.94	293.00	0.101325	1997	10	
