CollectionCode	HMS	StructuredFormula	StructureType	Authors	CellParameter	CellVolume	Temperature	Pressure	PublicationYear	Quality	
92973	F d -3 m Z	Mn28 Cs36 (Al92 Si100 O384)	K92Al92Si100O384-frame	Bae, M.N.; Song, M.K.; Kim, Y.	24.732(1) 24.732(1) 24.732(1) 90 90 90	15127.87	294.00	0.101325	2001	10	
95234	F d -3 m Z	(Mn0.662 Co0.2 Ni0.112) (Mn0.619 Cu0.05 Ni0.331)2 O4	MgAl2O4	Bodak, O.; Aksel'rud, L.G. (Akselrud, L.G.); Demchenko, P.; Kotur, B.; Mrooz, O.; Hadzaman, I.; Shpotyuk, O.; Aldinger, F.; Seifert, H.; Volkov, S.; Pekhnyo, V.	8.3824(1) 8.3824(1) 8.3824(1) 90 90 90	588.99	293.00	0.101325	2002	10	
95654	F d -3 m Z	(Li0.95 Cu0.05) (Mn0.78 Cr0.15 Cu0.07)2 O4	MgAl2O4	Julien, C.; Ruth Mangani, I.; Selladurai, S.; Massot, M.	8.2314(2) 8.2314(2) 8.2314(2) 90 90 90	557.73	293.00	0.101325	2002	10	
98599	F d -3 m Z	(Co0.96 Mn0.04) (Co0.52 Mn1.28 Ni0.1 Cu0.1) O4	MgAl2O4	Bodak, O.I.; Aksel'rud, L.G. (Akselrud, L.G.); Kotur, B.Ya.; Demchenko, P.Yu.; Mruz, O.Ya.; Gadzaman, I.V.; Koval'skii, A.P. (Kovalskii, A.P.); Volkov, S.V.; Pekhn'o, V.I. (Pekhno, V.I.)	8.29641(9) 8.29641(9) 8.29641(9) 90 90 90	571.05	293.00	0.101325	2003	10	
120654	F d -3 m Z	(Ce0.25 Mn0.75)2 (Ga0.25 Sb0.75)2 O7	Ca2Nb2O7	Winiarski, M.J.; McQueen, T.M.	10.1382(1) 10.1382(1) 10.1382(1) 90. 90. 90.	1042.04	295.00	0.101325	2019	10	
122264	F d -3 m Z	Li Ni0.5 Mn1.3 Ti0.2 O4	MgAl2O4	Fujimoto, Kenjiro; Kitajima, Yuki; Aimi, Akihisa	8.1956(1) 8.1956(1) 8.1956(1) 90. 90. 90.	550.48	293.00	0.101325	2021	10	
122265	F d -3 m Z	Li0.599 Ni0.489 Mn1.326 Ti0.184 O4	ZnTi1.5O4	Fujimoto, Kenjiro; Kitajima, Yuki; Aimi, Akihisa	8.1425(1) 8.1425(1) 8.1425(1) 90. 90. 90.	539.85	293.00	0.101325	2021	10	
126190	F d -3 m Z	Li Ni0.458 Ti0.082 Mn1.43 O4	MgAl2O4	Alcántara, R.; Jaraba, M.; Lavela, P.; Tirado, J.L.; Biensan, Ph.; Guibert, A. de; Jordy, C.; Peres, J.P.	8.159(1) 8.159(1) 8.159(1) 90. 90. 90.	543.13	293.00	0.101325	2003	10	
126191	F d -3 m Z	Li Ni0.442 Ti0.187 Mn1.302 O4	ZnTi1.5O4	Alcántara, R.; Jaraba, M.; Lavela, P.; Tirado, J.L.; Biensan, Ph.; Guibert, A. de; Jordy, C.; Peres, J.P.	8.185(1) 8.185(1) 8.185(1) 90. 90. 90.	548.35	293.00	0.101325	2003	10	
126192	F d -3 m Z	Li Ni0.484 Ti0.390 Mn1.108 O4	MgAl2O4	Alcántara, R.; Jaraba, M.; Lavela, P.; Tirado, J.L.; Biensan, Ph.; Guibert, A. de; Jordy, C.; Peres, J.P.	8.209(1) 8.209(1) 8.209(1) 90. 90. 90.	553.19	293.00	0.101325	2003	10	
131550	F d -3 m Z	Li0.993 Mg0.006 Ni0.436 Mn1.564 O4	LixV2O4	Liang, Gemeng; Wu, Zhibin; Didier, Christophe; Zhang, Wenchao; Cuan, Jing; Li, Baohua; Ko, Kuan‐Yu; Hung, Po‐Yang; Lu, Cheng‐Zhang; Chen, Yuanzhen; Leniec, Grzegorz; Kaczmarek, Sławomir Maksymilian; Johannessen, Bernt; Thomsen, Lars; Peterson, Vanessa K.; Pang, We	8.1762(1) 8.1762(1) 8.1762(1) 90. 90. 90.	546.58	293.00	0.101325	2020	10	
132577	F d -3 m Z	Li1.1 (Mn0.6 Co0.8 Ni0.6) O3		Hu, Linhua; Yin, Liang; Hassan, Fayyazul; Cabana, Jordi	8.1086(9) 8.1086(9) 8.1086(9) 90. 90. 90.	533.14	293.00	0.101325	2020	10	
132580	F d -3 m Z	Li1.1 (Mn0.6 Co0.8 Ni0.6) O3		Hu, Linhua; Yin, Liang; Hassan, Fayyazul; Cabana, Jordi	8.1086(9) 8.1086(9) 8.1086(9) 90. 90. 90.	533.14	293.00	0.101325	2020	10	
136037	F d -3 m Z	Li0.5 Ni0.91 Co0.03 Mn0.07 O2	MgAl2O4	Chang, Zhi; Qiao, Yu; Yang, Huijun; Cao, Xin; Zhu, Xingyu; He, Ping; Zhou, Haoshen	8.4004(8) 8.4004(8) 8.4004(8) 90. 90. 90.	592.79	293.00	0.101325	2021	10	
137801	F d -3 m Z	Co2.90 Cu0.02 Mn0.03 Si0.02 O4	MgAl2O4	Lei, Zhilan; Chen, Xinghai; Wang, Jianxiong; Huang, Yingchun; Du, Fangfang; Yan, Zier	8.08980(10) 8.08980(10) 8.08980(10) 90 90 90	529.43	293.00	0.101325	2022	10	
141293	F d -3 m Z	Mg (Ga0.998 Mg0.498 Sn0.498 Mn0.006) O4	MgAl2O4	Zhu, Qijian; Huo, Jiansheng; Lin, Yanlan; Li, Mengqing; Liu, Wanqiang; Gao, Jinwei; Wang, Qianming	8.4546(6) 8.4546(6) 8.4546(6) 90. 90. 90.	604.34	293.00	0.101325	2020	10	
155229	F d -3 m Z	(Mn46 (N O)16) (Si100 Al92 O384)	K92Al92Si100O384-frame	Jeong Gyoung Hwa; Kim Yang; Seff, K.	25.017(10) 25.017(10) 25.017(10) 90. 90. 90.	15656.90	294.00	0.101325	2006	10	
168094	F d -3 m Z	(Mg0.632 Fe0.161 Mn0.004 Al0.203) (Al1.724 Fe0.044 Mg0.232) O4	MgAl2O4	Lucchesi, S.; Bosi, F.; Pozzuoli, A.	8.1062(3) 8.1062(3) 8.1062(3) 90. 90. 90.	532.66	296.00	0.101325	2010	10	
168101	F d -3 m Z	(Mg0.651 Fe0.143 Mn0.004 Al0.203) (Al1.706 Fe0.050 Mg0.245) O4	MgAl2O4	Lucchesi, S.; Bosi, F.; Pozzuoli, A.	8.1070(3) 8.1070(3) 8.1070(3) 90. 90. 90.	532.82	296.00	0.101325	2010	10	
168106	F d -3 m Z	(Mg0.632 Fe0.170 Mn0.004 Al0.194) (Al1.720 Fe0.070 Mg0.210) O4	MgAl2O4	Lucchesi, S.; Bosi, F.; Pozzuoli, A.	8.1109(3) 8.1109(3) 8.1109(3) 90. 90. 90.	533.59	296.00	0.101325	2010	10	
180033	F d -3 m Z	(Li0.974 Ni0.026) (Ni0.474 Li0.026 Mn1.35 Ti0.15) O4	MgAl2O4	Le My-Loan-Phung; Strobel, P.; Colin, C.V.; Pagnier, T.; Alloin, F.	8.1972(8) 8.1972(8) 8.1972(8) 90. 90. 90.	550.80	293.00	0.101325	2011	10	
180034	F d -3 m Z	(Li0.97 Ni0.03) (Ni0.47 Li0.03 Mn1.2 Ti0.3) O4	MgAl2O4	Le My-Loan-Phung; Strobel, P.; Colin, C.V.; Pagnier, T.; Alloin, F.	8.2238(4) 8.2238(4) 8.2238(4) 90. 90. 90.	556.18	293.00	0.101325	2011	10	
180035	F d -3 m Z	(Li0.942 Ni0.058) (Ni0.442 Li0.058 Mn1.05 Ti0.45) O4	MgAl2O4	Le My-Loan-Phung; Strobel, P.; Colin, C.V.; Pagnier, T.; Alloin, F.	8.2558(8) 8.2558(8) 8.2558(8) 90. 90. 90.	562.70	293.00	0.101325	2011	10	
180036	F d -3 m Z	(Li0.948 Ni0.052) (Ni0.448 Li0.052 Mn0.9 Ti0.6) O4	MgAl2O4	Le My-Loan-Phung; Strobel, P.; Colin, C.V.; Pagnier, T.; Alloin, F.	8.2723(6) 8.2723(6) 8.2723(6) 90. 90. 90.	566.08	293.00	0.101325	2011	10	
180037	F d -3 m Z	(Li0.932 Ni0.068) (Ni0.432 Li0.068 Mn0.75 Ti0.75) O4	MgAl2O4	Le My-Loan-Phung; Strobel, P.; Colin, C.V.; Pagnier, T.; Alloin, F.	8.2903(4) 8.2903(4) 8.2903(4) 90. 90. 90.	569.78	293.00	0.101325	2011	10	
180038	F d -3 m Z	(Li0.923 Ni0.077) (Ni0.423 Li0.077 Mn0.60 Ti0.90) O4	MgAl2O4	Le My-Loan-Phung; Strobel, P.; Colin, C.V.; Pagnier, T.; Alloin, F.	8.3151(5) 8.3151(5) 8.3151(5) 90. 90. 90.	574.91	293.00	0.101325	2011	10	
180039	F d -3 m Z	(Li0.92 Ni0.08) (Ni0.42 Li0.08 Mn0.5 Ti) O4	MgAl2O4	Le My-Loan-Phung; Strobel, P.; Colin, C.V.; Pagnier, T.; Alloin, F.	8.3255(5) 8.3255(5) 8.3255(5) 90. 90. 90.	577.07	293.00	0.101325	2011	10	
180040	F d -3 m Z	(Li0.941 Ni0.059) (Ni0.441 Li0.059 Mn0.35 Ti1.15) O4	MgAl2O4	Le My-Loan-Phung; Strobel, P.; Colin, C.V.; Pagnier, T.; Alloin, F.	8.3393(4) 8.3393(4) 8.3393(4) 90. 90. 90.	579.95	293.00	0.101325	2011	10	
180041	F d -3 m Z	(Li0.95 Ni0.05) (Ni0.45 Li0.05 Mn0.20 Ti1.30) O4	MgAl2O4	Le My-Loan-Phung; Strobel, P.; Colin, C.V.; Pagnier, T.; Alloin, F.	8.3508(5) 8.3508(5) 8.3508(5) 90. 90. 90.	582.35	293.00	0.101325	2011	10	
202086	F d -3 m Z	(Li0.95 Ti0.05) (Li0.05 Mn Ru0.5 Ti0.45) O4	MgAl2O4	Krutzsch, B.; Kemmler-Sack, S.	8.315(5) 8.315(5) 8.315(5) 90. 90. 90.	574.89	293.00	0.101325	1986	10	
202088	F d -3 m Z	(Li0.5 Cu0.5) (Mn Ru) O4	MgAl2O4	Krutzsch, B.; Kemmler-Sack, S.	8.348(5) 8.348(5) 8.348(5) 90. 90. 90.	581.76	293.00	0.101325	1986	10	
202089	F d -3 m Z	(Li0.22 Cu0.5) (Mn Ru) O4	ZnTi1.5O4	Krutzsch, B.; Kemmler-Sack, S.	8.312(5) 8.312(5) 8.312(5) 90. 90. 90.	574.27	293.00	0.101325	1986	10	
204738	F d -3 m Z	Co0.756 Fe0.726 Mn0.714 Ni0.801 O4	MgAl2O4	Teppala, Dharma Teja; Bernauer, Jan; Drouillard, Esteve; Kumar Geddam, Yaswanth; Chen, Guoxing; Widenmeyer, Marc; Trapp, Maximilian; Kleebe, Hans‐Joachim; Kumar, Ravi; Mathur, Sanjay; Ionescu, Emanuel	8.310(1) 8.310(1) 8.310(1) 90. 90. 90.	573.86	293.00	0.101325	2024	10	
209712	F d -3 m Z	Ba10 Mn2 F25 (H2 O)2		Kim, Sun Woo; Chang, Hong Young	17.487(2) 17.487(2) 17.487(2) 90 90 90	5347.44	296.00	0.101325	2025	10	
217158	F d -3 m Z	Al2.61 Mg0.18 Mn0.09 O3.45 N0.55	MgAl2O4	Takeda, Takashi; Xie, Rong-Jun; Hirosaki, Naoto; Matsushita, Yoshitaka; Honma, Tetuso	8.01071(3) 8.01071(3) 8.01071(3) 90. 90. 90.	514.06	293.00	0.101325	2012	10	
217159	F d -3 m Z	Al2.48 Mg0.17 Mn0.09 O3.45 N0.55	ZnTi1.5O4	Takeda, Takashi; Xie, Rong-Jun; Hirosaki, Naoto; Matsushita, Yoshitaka; Honma, Tetuso	8.01071(3) 8.01071(3) 8.01071(3) 90. 90. 90.	514.06	293.00	0.101325	2012	10	
248627	F d -3 m Z	Li0.95 (Mn1.94 Cr0.0014 Fe0.0084) O3.98	ZnTi1.5O4	Panca Putra, T. Y. S.; Yonemura, M.; Torii, S.; Ishigaki, T.; Kamiyama, T.	8.238698(6) 8.238698(6) 8.238698(6) 90. 90. 90.	559.21	293.00	0.101325	2014	10	
248628	F d -3 m Z	Li0.97 (Mn1.92 Cr0.0048 Fe0.028) O3.88	ZnTi1.5O4	Panca Putra, T. Y. S.; Yonemura, M.; Torii, S.; Ishigaki, T.; Kamiyama, T.	8.239790(5) 8.239790(5) 8.239790(5) 90. 90. 90.	559.43	293.00	0.101325	2014	10	
248629	F d -3 m Z	Li0.96 (Mn1.89 Cr0.0104 Fe0.062) O3.84	ZnTi1.5O4	Panca Putra, T. Y. S.; Yonemura, M.; Torii, S.; Ishigaki, T.; Kamiyama, T.	8.245906(6) 8.245906(6) 8.245906(6) 90. 90. 90.	560.68	293.00	0.101325	2014	10	
248975	F d -3 m Z	Cs Mn Mo O3 F3	RbNiCrF6	Atuchin, Victor V.; Molokeev, Maxim S.; Yurkin, Gleb Yu.; Gavrilova, Tatyana A.; Kesler, Valery G.; Laptash, Natalia M.; Flerov, Igor N.; Patrin, Gennadii S.	10.59141(4) 10.59141(4) 10.59141(4) 90. 90. 90.	1188.12	298.00	0.101325	2012	10	
251597	F d -3 m Z	(Na0.28 Bi0.72)2 (Bi0.419 Fe0.537 Mn0.049)2 O6.871	Bi2Ru2O7-x	Daniels, Luke M.; Playford, Helen Y.; Greneche, Jean-Marc; Hannon, Alex C.; Walton, Richard I.	10.6940(3) 10.6940(3) 10.6940(3) 90. 90. 90.	1222.98	293.00	0.101325	2014	10	
251598	F d -3 m Z	(K0.306 Bi0.699)2 (Bi0.431 Fe0.522 Mn0.046)2 O6.872	Bi2Ru2O7-x	Daniels, Luke M.; Playford, Helen Y.; Greneche, Jean-Marc; Hannon, Alex C.; Walton, Richard I.	10.70849(13) 10.70849(13) 10.70849(13) 90. 90. 90.	1227.96	293.00	0.101325	2014	10	
251599	F d -3 m Z	(Na0.299 Bi0.703)2 (Bi0.421 Fe0.539 Mn0.050)2 O6.824	Bi2Ru2O7-x	Daniels, Luke M.; Playford, Helen Y.; Greneche, Jean-Marc; Hannon, Alex C.; Walton, Richard I.	10.6947(3) 10.6947(3) 10.6947(3) 90. 90. 90.	1223.22	293.00	0.101325	2014	10	
251600	F d -3 m Z	(K0.297 Bi0.705)2 (Bi0.444 Fe0.533 Mn0.032)2 O6.871	Bi2Ru2O7-x	Daniels, Luke M.; Playford, Helen Y.; Greneche, Jean-Marc; Hannon, Alex C.; Walton, Richard I.	10.70849(12) 10.70849(12) 10.70849(12) 90. 90. 90.	1227.96	293.00	0.101325	2014	10	
251601	F d -3 m Z	(Na0.225 Bi0.665 Fe0.091)2 (Bi0.384 Fe0.534 Mn0.086)2 O6.872	Bi2Ru2O7-x	Daniels, Luke M.; Playford, Helen Y.; Greneche, Jean-Marc; Hannon, Alex C.; Walton, Richard I.	10.6946(3) 10.6946(3) 10.6946(3) 90. 90. 90.	1223.19	293.00	0.101325	2014	10	
251602	F d -3 m Z	(K0.086 Bi0.714 Fe0.080)2 (Bi0.403 Fe0.527 Mn0.074)2 O6.875	Bi2Ru2O7-x	Daniels, Luke M.; Playford, Helen Y.; Greneche, Jean-Marc; Hannon, Alex C.; Walton, Richard I.	10.70849(12) 10.70849(12) 10.70849(12) 90. 90. 90.	1227.96	293.00	0.101325	2014	10	
8692	F d -3 m Z	(Fe0.404 Mn0.16 Zn0.436) (Mg0.404 Fe1.596) O4	MgAl2O4	Argymbek, B.K.; Kichanov, S.E.; Kozlenko, D.P.; Lukin, E.V.; Morchenko, A.T.; Dzhabarov, S.G.; Savenko, B.N.	8.4365(3) 8.4365(3) 8.4365(3) 90. 90. 90.	600.46	293.00	0.101325	2018	-1	
18076	F d -3 m Z	Cs Mn Ti O F5	RbNiCrF6	Babel, D.; Pausewang, G.; Viebahn, W.	10.5 10.5 10.5 90. 90. 90.	1157.63	293.00	0.101325	1967	-1	
18083	F d -3 m Z	Cs Mn Mo O3 F3	RbNiCrF6	Babel, D.; Pausewang, G.; Viebahn, W.	10.55 10.55 10.55 90. 90. 90.	1174.24	293.00	0.101325	1967	-1	
33695	F d -3 m Z	Li1.005 Co1.067 Mn0.928 O3.621 F0.379	MgAl2O4	Liu, Sanchao; He, Huihui; Chang, Chengkang	8.0636 8.0636 8.0636 90. 90. 90.	524.31	293.00	0.101325	2021	-1	
36206	F d -3 m Z	Mn28.5 Si135 Al57 O384 (H2 O)27.2	K92Al92Si100O384-frame	Simpson, H.D.; Steinfink, H.	24.37 24.37 24.37 90. 90. 90.	14473.27	293.00	0.101325	1969	-1	
37364	F d -3 m Z	Cu0.6625 Fe0.6625 Mn1.0125 Cr0.6625 O4	MgAl2O4	Baffier, N.; Huber, M.	8.298 8.298 8.298 90. 90. 90.	571.37	293.00	0.101325	1969	-1	
38731	F d -3 m Z	Li1.02 Ni0.5 Mn1.5 O3.98 Cl0.02	MgAl2O4	Wei, Aijia; Mu, Jinping; He, Rui; Bai, Xue; Li, Xiaohui; Wang, Yanji; Liu, Zhenfa; Wang, Suning	8.1737(5) 8.1737(5) 8.1737(5) 90. 90. 90.	546.08	293.00	0.101325	2021	-1	
38732	F d -3 m Z	Li1.03 Ni0.5 Mn1.5 O3.97 Cl0.03	MgAl2O4	Wei, Aijia; Mu, Jinping; He, Rui; Bai, Xue; Li, Xiaohui; Wang, Yanji; Liu, Zhenfa; Wang, Suning	8.1713(5) 8.1713(5) 8.1713(5) 90. 90. 90.	545.60	293.00	0.101325	2021	-1	
38733	F d -3 m Z	Li1.04 Ni0.5 Mn1.5 O3.96 Cl0.04	MgAl2O4	Wei, Aijia; Mu, Jinping; He, Rui; Bai, Xue; Li, Xiaohui; Wang, Yanji; Liu, Zhenfa; Wang, Suning	8.1692(5) 8.1692(5) 8.1692(5) 90. 90. 90.	545.18	293.00	0.101325	2021	-1	
45746	F d -3 m Z	Li (Al0.1 Mn1.87 Ni0.03) O4	MgAl2O4	Tao, Yang; Lu, Yao; Guo, Yujiao; Guo, Junming; Xiang, Mingwu; Bai, Wei; Liu, Xiaofang; Bai, Hongli	8.2289(220) 8.2289(220) 8.2289(220) 90. 90. 90.	557.22	293.00	0.101325	2022	-1	
45747	F d -3 m Z	Li (Al0.1 Mn1.85 Ni0.05) O4	MgAl2O4	Tao, Yang; Lu, Yao; Guo, Yujiao; Guo, Junming; Xiang, Mingwu; Bai, Wei; Liu, Xiaofang; Bai, Hongli	8.2275(220) 8.2275(220) 8.2275(220) 90. 90. 90.	556.93	293.00	0.101325	2022	-1	
70622	F d -3 m Z	Li Fe0.05 Cr0.08 Mn1.87 O4	MgAl2O4	Ji, Ying; Wang, Nian; Guo, Yujiao; Guo, Junming; Xiang, Mingwu; Liu, Xiaofang; Bai, Wei; Bai, Hongli	8.24688(31) 8.24688(31) 8.24688(31) 90. 90. 90.	560.88	293.00	0.101325	2023	-1	
70623	F d -3 m Z	Li Fe0.05 Cr0.08 Mn1.87 O4	MgAl2O4	Ji, Ying; Wang, Nian; Guo, Yujiao; Guo, Junming; Xiang, Mingwu; Liu, Xiaofang; Bai, Wei; Bai, Hongli	8.23952(33) 8.23952(33) 8.23952(33) 90. 90. 90.	559.37	293.00	0.101325	2023	-1	
126156	F d -3 m Z	Li Co0.2 Fe0.2 Mn1.6 O4	MgAl2O4	Alcántara, R.; Jaraba, M.; Lavela, P.; Tirado, J.L.	8.2258 8.2258 8.2258 90. 90. 90.	556.59	293.00	0.101325	2003	-1	
166349	F d -3 m Z	Li (Li0.03 Fe0.1 Mg0.1 Mn1.77) O4	MgAl2O4	Singh, P.; Sil, A.; Nath, M.; Ray, S.	8.2203 8.2203 8.2203 90. 90. 90.	555.47	293.00	0.101325	2010	-1	
182950	F d -3 m Z	(Li0.988 Cu0.012) (Ni0.45 Cu0.038 Li0.012 Mn1.5) O4	MgAl2O4	Yang, Ming Che; Xu, Bo; Cheng, Ju Hsiang; Pan, Chun Jem; Hwang, Bing Joe; Meng, Ying S.	8.1693(1) 8.1693(1) 8.1693(1) 90. 90. 90.	545.20	293.00	0.101325	2011	-1	
182951	F d -3 m Z	(Li0.96 Cu0.04) (Ni0.4 Cu0.06 Li0.04 Mn1.5) O4	MgAl2O4	Yang, Ming Che; Xu, Bo; Cheng, Ju Hsiang; Pan, Chun Jem; Hwang, Bing Joe; Meng, Ying S.	8.1795(1) 8.1795(1) 8.1795(1) 90. 90. 90.	547.24	293.00	0.101325	2011	-1	
182952	F d -3 m Z	(Li0.867 Cu0.133) (Ni0.25 Cu0.117 Li0.133 Mn1.5) O4	MgAl2O4	Yang, Ming Che; Xu, Bo; Cheng, Ju Hsiang; Pan, Chun Jem; Hwang, Bing Joe; Meng, Ying S.	8.1991(1) 8.1991(1) 8.1991(1) 90. 90. 90.	551.19	293.00	0.101325	2011	-1	
184160	F d -3 m Z	(Ni0.12 Mn0.38 Zn0.5) Fe2 O4	MgAl2O4	Tong Shiyuan; Wu Jennming; Tung Yuanwei; Ko Wensong; Huang Yuting; Wang Yenping	8.439 8.439 8.439 90. 90. 90.	601.00	293.00	0.101325	2012	-1	
184161	F d -3 m Z	(Ni0.245 Mn0.255 Zn0.5) Fe2 O4	MgAl2O4	Tong Shiyuan; Wu Jennming; Tung Yuanwei; Ko Wensong; Huang Yuting; Wang Yenping	8.415 8.415 8.415 90. 90. 90.	595.88	293.00	0.101325	2012	-1	
184162	F d -3 m Z	(Ni0.375 Mn0.125 Zn0.5) Fe2 O4	MgAl2O4	Tong Shiyuan; Wu Jennming; Tung Yuanwei; Ko Wensong; Huang Yuting; Wang Yenping	8.410 8.410 8.410 90. 90. 90.	594.82	293.00	0.101325	2012	-1	
201412	F d -3 m Z	Li Ni0.5 La0.01 Mn1.49 O4	MgAl2O4	Zhou, Qiulan; Li, Weiliang; Ye, Debin; Wu, Wenwei; Qiu, Shiming; Yin, Zuodong; Lu, Chen; Wu, Xuehang	8.17188 8.17188 8.17188 90. 90. 90.	545.72	293.00	0.101325	2024	-1	
201442	F d -3 m Z	Li Ni0.5 Mn1.5 O3.97 F0.03	MgAl2O4	Zhou, Qiulan; Li, Weiliang; Ye, Debin; Wu, Wenwei; Qiu, Shiming; Yin, Zuodong; Lu, Chen; Wu, Xuehang	8.16732 8.16732 8.16732 90. 90. 90.	544.80	293.00	0.101325	2024	-1	
206707	F d -3 m Z	(Fe0.233 Mn0.767) (Cr0.965 Al0.035)2 O4	MgAl2O4	Li, Yu; Gao, Jintao; Lan, Xi; Feng, Guoliang; Zhang, Yanling; Guo, Zhancheng	8.39919(9) 8.39919(9) 8.39919(9) 90.000000 90.000000 90.000000	592.53	293.00	0.101325	2023	-1	
206708	F d -3 m Z	(Fe0.5083 Mn0.4917) (Cr0.9682 Al0.0318)2 O4	MgAl2O4	Li, Yu; Gao, Jintao; Lan, Xi; Feng, Guoliang; Zhang, Yanling; Guo, Zhancheng	8.38953(7) 8.38953(7) 8.38953(7) 90.000000 90.000000 90.000000	590.49	293.00	0.101325	2023	-1	
206709	F d -3 m Z	(Fe0.75 Mn0.25) (Cr0.9755 Al0.0265)2 O4	MgAl2O4	Li, Yu; Gao, Jintao; Lan, Xi; Feng, Guoliang; Zhang, Yanling; Guo, Zhancheng	8.37554(4) 8.37554(4) 8.37554(4) 90.000000 90.000000 90.000000	587.54	293.00	0.101325	2023	-1	
209580	F d -3 m Z	Ni0.4 Zn0.55 Mn0.05 Fe2 O4	MgAl2O4	Ramesh, S.; Patro, L.N.; Dhanalakshmi, B.; Chandrasekhar, B.; Babu, T. Anil; Naidu, K. Chandra Babu; Rao, B. Parvatheeswara	8.3944 8.3944 8.3944 90. 90. 90.	591.52	293.00	0.101325	2023	-1	
209581	F d -3 m Z	Ni0.4 Zn0.50 Mn0.10 Fe2 O4	MgAl2O4	Ramesh, S.; Patro, L.N.; Dhanalakshmi, B.; Chandrasekhar, B.; Babu, T. Anil; Naidu, K. Chandra Babu; Rao, B. Parvatheeswara	8.3764 8.3764 8.3764 90. 90. 90.	587.72	293.00	0.101325	2023	-1	
209582	F d -3 m Z	Ni0.4 Zn0.45 Mn0.15 Fe2 O4	MgAl2O4	Ramesh, S.; Patro, L.N.; Dhanalakshmi, B.; Chandrasekhar, B.; Babu, T. Anil; Naidu, K. Chandra Babu; Rao, B. Parvatheeswara	8.3881 8.3881 8.3881 90. 90. 90.	590.18	293.00	0.101325	2023	-1	
209583	F d -3 m Z	Ni0.4 Zn0.40 Mn0.20 Fe2 O4	MgAl2O4	Ramesh, S.; Patro, L.N.; Dhanalakshmi, B.; Chandrasekhar, B.; Babu, T. Anil; Naidu, K. Chandra Babu; Rao, B. Parvatheeswara	8.3915 8.3915 8.3915 90. 90. 90.	590.91	293.00	0.101325	2023	-1	
209584	F d -3 m Z	Ni0.4 Zn0.35 Mn0.25 Fe2 O4	MgAl2O4	Ramesh, S.; Patro, L.N.; Dhanalakshmi, B.; Chandrasekhar, B.; Babu, T. Anil; Naidu, K. Chandra Babu; Rao, B. Parvatheeswara	8.3977 8.3977 8.3977 90. 90. 90.	592.22	293.00	0.101325	2023	-1	
211178	F d -3 m Z	(Ni0.33 Mn0.33 Co0.33) Cr2 O4	MgAl2O4	Mandal, Sushanta; Sharma, Jyoti; Chakraborty, Tirthankar; Mahatha, Sanjoy Kr.; Marik, Sourav	8.3594(5) 8.3594(5) 8.3594(5) 90. 90. 90.	584.15	293.00	0.101325	2025	-1	
213674	F d -3 m Z	(Mn0.57 Fe0.43) (Fe1.17 Mn0.43 Al0.2 Cr0.2) O4	MgAl2O4	Jani, Kalpesh H.; Chhantbar, M.C.; Joshi, H.H.	8.455(2) 8.455(2) 8.455(2) 90. 90. 90.	604.42	293.00	0.101325	2008	-1	
213675	F d -3 m Z	(Mn0.57 Fe0.43) (Fe0.77 Mn0.43 Al0.4 Cr0.4) O4	MgAl2O4	Jani, Kalpesh H.; Chhantbar, M.C.; Joshi, H.H.	8.437(2) 8.437(2) 8.437(2) 90. 90. 90.	600.57	293.00	0.101325	2008	-1	
213676	F d -3 m Z	(Mn0.57 Fe0.43) (Fe0.37 Mn0.43 Al0.6 Cr0.6) O4	MgAl2O4	Jani, Kalpesh H.; Chhantbar, M.C.; Joshi, H.H.	8.400(2) 8.400(2) 8.400(2) 90. 90. 90.	592.70	293.00	0.101325	2008	-1	
213677	F d -3 m Z	(Mn0.57 Fe0.28 Al0.15) (Fe0.12 Mn0.43 Al0.65 Cr0.8) O4	MgAl2O4	Jani, Kalpesh H.; Chhantbar, M.C.; Joshi, H.H.	8.384(2) 8.384(2) 8.384(2) 90. 90. 90.	589.32	293.00	0.101325	2008	-1	
252965	F d -3 m Z	Li1.05 (Mn Ni0.5 Ti0.5) O4	MgAl2O4	Abe, Satoko; Iwasaki, Shoko; Shimonishi, Yuta; Komine, Shigeki; Munakata, Fumio	8.23282(4) 8.23282(4) 8.23282(4) 90 90 90	558.01	295.00	0.101325	2016	-1	
291301	F d -3 m Z	(N H4)2.1 H7.5 (Mn2.2 Mo12 O40) (H2 O)7.92		Zhang, Zhenxin; Sadakane, Masahiro; Murayama, Toru; Sakaguchi, Norihito; Ueda, Wataru	19.6578 19.6578 19.6578 90. 90. 90.	7596.34	293.00	0.101325	2014	-1	
55517	F d -3 m S	(Zr0.5 Ti0.5)3 (V0.5 Mn0.5)3 O	Fe3W3C	Huot, J.; Akiba, E.; Ishido, Y.	11.840(1) 11.840(1) 11.840(1) 90 90 90	1659.80	293.00	0.101325	1995	10	
32231	F d -3 m S	Co0.7 Mn0.3 Fe1.95 Dy0.05 O4	MgAl2O4	Keswani, Bhavna C.; Patil, S.I.; Kolekar, Y.D.; Ramana, C.V.	8.3938 8.3938 8.3938 90. 90. 90.	591.39	293.00	0.101325	2019	-1	
32232	F d -3 m S	Co0.7 Mn0.3 Fe1.9 Dy0.1 O4	MgAl2O4	Keswani, Bhavna C.; Patil, S.I.; Kolekar, Y.D.; Ramana, C.V.	8.3947 8.3947 8.3947 90. 90. 90.	591.58	293.00	0.101325	2019	-1	
