CollectionCode	HMS	StructuredFormula	StructureType	Authors	CellParameter	CellVolume	Temperature	Pressure	PublicationYear	Quality	
118053	P n m a	Ca2 (Fe0.78 Mn0.65) Al0.57 O4.95	Ca2AlFeO5	Stöber, Stefan; Redhammer, Günther; Schorr, Susan; Prokhnenko, Oleksandr; Pöllmann, Herbert	5.3188(1) 14.9044(5) 5.5155(2) 90. 90. 90.	437.23	293.00	0.101325	2013	10	
118054	P n m a	Ca2 Fe0.59 Mn0.57 Al0.84 O4.97	Ca2AlFeO5	Stöber, Stefan; Redhammer, Günther; Schorr, Susan; Prokhnenko, Oleksandr; Pöllmann, Herbert	5.3046(1) 14.7968(4) 5.5156(1) 90. 90. 90.	432.93	293.00	0.101325	2013	10	
118055	I 2 m b	Ca2 (Fe0.43 Mn0.43 Al1.14) O4.96	Ca2AlFeO5	Stöber, Stefan; Redhammer, Günther; Schorr, Susan; Prokhnenko, Oleksandr; Pöllmann, Herbert	5.2914(1) 14.6697(3) 5.5117(1) 90. 90. 90.	427.84	293.00	0.101325	2013	10	
118056	I 2 m b	Ca2 (Fe0.31 Mn0.31 Al1.38) O4.97	Ca2AlFeO5	Stöber, Stefan; Redhammer, Günther; Schorr, Susan; Prokhnenko, Oleksandr; Pöllmann, Herbert	5.2743(1) 14.5754(3) 5.4850(1) 90. 90. 90.	421.66	293.00	0.101325	2013	10	
118285	P m m n Z	Pr Mn As O0.95 F0.05		Wildman, Eve J.; Sher, Falak; Mclaughlin, Abbie C.	4.05896(1) 4.06201(1) 8.89399(2) 90. 90. 90.	146.64	10.00	0.101325	2015	10	
118286	P m m n Z	Pr Mn As O0.95 F0.05		Wildman, Eve J.; Sher, Falak; Mclaughlin, Abbie C.	4.059057(9) 4.061925(9) 8.89444(1) 90. 90. 90.	146.65	15.00	0.101325	2015	10	
118287	P m m n Z	Pr Mn As O0.95 F0.05		Wildman, Eve J.; Sher, Falak; Mclaughlin, Abbie C.	4.059149(9) 4.061887(9) 8.89482(1) 90. 90. 90.	146.65	20.00	0.101325	2015	10	
118288	P m m n Z	Pr Mn As O0.95 F0.05		Wildman, Eve J.; Sher, Falak; Mclaughlin, Abbie C.	4.059300(9) 4.061805(9) 8.89513(1) 90. 90. 90.	146.66	25.00	0.101325	2015	10	
118289	P m m n Z	Pr Mn As O0.95 F0.05		Wildman, Eve J.; Sher, Falak; Mclaughlin, Abbie C.	4.05953(1) 4.06161(1) 8.89546(1) 90. 90. 90.	146.67	30.00	0.101325	2015	10	
119080	P m c n	(Co0.385 Mn0.615) Pb2 W O6	Pb2MgWO6	Orlandi, Fabio; Righi, Lara; Mezzadri, Francesco; Manuel, Pascal; Khalyavin, Dmitry D.; Delmonte, Davide; Pernechele, Chiara; Cabassi, Riccardo; Bolzoni, Fulvio; Solzi, Massimo	8.01546(8) 5.73575(8) 11.51065(18) 90 90 90	529.19	293.00	0.101325	2016	10	
123020	I m m a	Cs (Mn0.02 Mo0.98) O2 F3		He, Shengan; Xu, Fanfan; Han, Tiantian; Lu, Zeqin; Wang, Wei; Peng, Jiaqing; Du, Fu; Yang, Fengli; Ye, Xinyu	5.52002(15) 6.49019(17) 14.1952(4) 90.0 90.0 90.0	508.55	293.00	0.101325	2020	10	
126175	F m m m	Pr0.5 Sr0.45 Ba0.05 Mn O3	(Sr,Pr)MnO3	Autret, C.; Martin, C.; Hervieu, M.; Maignan, A.; Raveau, B.; André, G.; Bourée, F.; Jirak, Z.	7.51864(5) 7.83675(5) 7.69854(6) 90. 90. 90.	453.61	10.00	0.101325	2003	10	
126176	F m m m	Pr0.5 Sr0.3 Ba0.2 Mn O3	(Sr,Pr)MnO3	Autret, C.; Martin, C.; Hervieu, M.; Maignan, A.; Raveau, B.; André, G.; Bourée, F.; Jirak, Z.	7.55505(7) 7.84912(7) 7.7424(1) 90. 90. 90.	459.13	10.00	0.101325	2003	10	
126177	F m m m	Pr0.5 Sr0.2 Ba0.3 Mn O3	(Sr,Pr)MnO3	Autret, C.; Martin, C.; Hervieu, M.; Maignan, A.; Raveau, B.; André, G.; Bourée, F.; Jirak, Z.	7.5844(2) 7.8495(2) 7.7706(2) 90. 90. 90.	462.61	10.00	0.101325	2003	10	
126179	F m m m	Pr0.5 Sr0.1 Ba0.4 Mn O3	(Sr,Pr)MnO3	Autret, C.; Martin, C.; Hervieu, M.; Maignan, A.; Raveau, B.; André, G.; Bourée, F.; Jirak, Z.	7.7157(2) 8.8285(2) 7.7320(2) 90. 90. 90.	526.69	10.00	0.101325	2003	10	
126603	A m a m	Pr (Sr0.1 Ca0.9)2 Mn2 O7	LaCa2Mn2O7	Blasco, J.; Cuartero, V.; Lafuerza, S.; Garcia-Munoz, J.L.; Fauth, F.; Subias, G.	5.41580(2) 5.46673(2) 19.28596(6) 90. 90. 90.	570.99	400.00	0.101325	2024	10	
126604	P b n m	Pr (Sr0.1 Ca0.9)2 Mn2 O7		Blasco, J.; Cuartero, V.; Lafuerza, S.; Garcia-Munoz, J.L.; Fauth, F.; Subias, G.	5.41459(2) 10.93164(3) 19.25521(6) 90. 90. 90.	1139.72	330.00	0.101325	2024	10	
126605	A m 2 m	Pr (Sr0.1 Ca0.9)2 Mn2 O7		Blasco, J.; Cuartero, V.; Lafuerza, S.; Garcia-Munoz, J.L.; Fauth, F.; Subias, G.	10.80877(3) 5.47501(1) 19.21826(6) 90. 90. 90.	1137.30	330.00	0.101325	2024	10	
126606	P n 21 m	Pr (Sr0.1 Ca0.9)2 Mn2 O7		Blasco, J.; Cuartero, V.; Lafuerza, S.; Garcia-Munoz, J.L.; Fauth, F.; Subias, G.	10.84510(2) 5.45824(1) 19.14861(4) 90. 90. 90.	1133.51	330.00	0.101325	2024	10	
128817	P n m a	La0.7 Y0.05 Ba0.25 Mn O3	GdFeO3	Mnefgui, Safa; Hcini, Sobhi; Guedri, Abdelbaki; Ghiloufi, Imed; Charguia, Raihane; Mimouni, Asmae; Dhahri, A.; Hjiri, M.; Omri, K.	5.4903(2) 7.7130(2) 5.492(2) 90. 90. 90.	232.57	293.00	0.101325	2024	10	
129352	P m m n Z	Gd2 Cu Zn Mn4 O12	NaNbO3(Pnmm)	Belik, Alexei A.	7.26357(2) 7.27678(2) 7.83344(2) 90. 90. 90.	414.04	100.00	0.101325	2024	10	
129353	P m m n Z	Gd2 Cu Zn Mn4 O12	NaNbO3(Pnmm)	Belik, Alexei A.	7.26357(2) 7.27678(2) 7.83344(2) 90. 90. 90.	414.04	295.00	0.101325	2024	10	
129432	P n a m	Pb0.9 Sr0.09 Mn B O4	α−PbAlBO4	Uribe-Rincón, Carla M.; Murshed, Mohammad Mangir; Gesing, Thorsten M.	6.5461(5) 8.7217(9) 5.9401(7) 90. 90. 90.	339.14	293.00	0.101325	2024	10	
129433	P n a m	Pb0.83 Sr0.17 Mn B O4	α−PbAlBO4	Uribe-Rincón, Carla M.; Murshed, Mohammad Mangir; Gesing, Thorsten M.	6.4648(8) 8.7736(14) 5.9483(11) 90. 90. 90.	337.39	293.00	0.101325	2024	10	
129434	P n a m	Pb0.7 Sr0.3 Mn B O4	α−PbAlBO4	Uribe-Rincón, Carla M.; Murshed, Mohammad Mangir; Gesing, Thorsten M.	6.4062(12) 8.8095(18) 5.9544(13) 90. 90. 90.	336.04	293.00	0.101325	2024	10	
129435	P n a m	Pb0.6 Sr0.4 Mn B O4	α−PbAlBO4	Uribe-Rincón, Carla M.; Murshed, Mohammad Mangir; Gesing, Thorsten M.	6.3604(15) 8.8370(24) 5.9608(15) 90. 90. 90.	335.04	293.00	0.101325	2024	10	
129436	P n a m	Pb0.5 Sr0.5 Mn B O4	α−PbAlBO4	Uribe-Rincón, Carla M.; Murshed, Mohammad Mangir; Gesing, Thorsten M.	6.3101(1) 8.8611(18) 5.9624(13) 90. 90. 90.	333.38	293.00	0.101325	2024	10	
129437	P n a m	Pb0.4 Sr0.6 Mn B O4	α−PbAlBO4	Uribe-Rincón, Carla M.; Murshed, Mohammad Mangir; Gesing, Thorsten M.	6.2698(10) 8.8882(15) 5.9661(10) 90. 90. 90.	332.47	293.00	0.101325	2024	10	
129438	P n a m	Pb0.29 Sr0.71 Mn B O4	α−PbAlBO4	Uribe-Rincón, Carla M.; Murshed, Mohammad Mangir; Gesing, Thorsten M.	6.2347(6) 8.9127(9) 5.9690(7) 90. 90. 90.	331.69	293.00	0.101325	2024	10	
129439	P n a m	Pb0.16 Sr0.84 Mn B O4	α−PbAlBO4	Uribe-Rincón, Carla M.; Murshed, Mohammad Mangir; Gesing, Thorsten M.	6.2347(6) 8.9127(9) 5.9690(7) 90. 90. 90.	331.69	293.00	0.101325	2024	10	
129440	P n a m	Pb0.08 Sr0.92 Mn B O4	α−PbAlBO4	Uribe-Rincón, Carla M.; Murshed, Mohammad Mangir; Gesing, Thorsten M.	6.1709(6) 8.9533(8) 5.9715(6) 90. 90. 90.	329.92	293.00	0.101325	2024	10	
129823	P n n m	Ba2 Mn (Se O3)2 Cl2	Ba2Zn(SeO3)2Cl2	Yalikun, Alimujiang; Wang, Yanhong; Lv, Yun; Dou, Yaling; Koo, Hyun-Joo; Cao, Jiaojiao; Qi, Wei; Huang, Keke; Whangbo, Myung-Hwan; Ouyang, Zhongwen; Lu, Hongcheng	12.920(2) 6.7917(12) 5.4876(9) 90 90 90	481.53	293.00	0.101325	2024	10	
130181	I m m a	Nd2.8 Ba1.2 Mn3.8 Ti0.20 O12	BaPbO3(oI20)	Kumar, Dinesh; Singh, Akhilesh Kumar	5.5178(3) 7.7784(7) 5.5006(4) 90.0000 90.0000 90.0000	236.08	293.00	0.101325	2019	10	
130182	I m m a	Nd2.8 Ba1.2 Mn3.4 Ti0.60 O12	BaPbO3(oI20)	Kumar, Dinesh; Singh, Akhilesh Kumar	5.5292(5) 7.7805(10) 5.5063(9) 90.0000 90.0000 90.0000	236.88	293.00	0.101325	2019	10	
130183	I m m a	Nd2.8 Ba1.2 Mn3 Ti O12	BaPbO3(oI20)	Kumar, Dinesh; Singh, Akhilesh Kumar	5.5339(6) 7.8148(7) 5.5153(6) 90.0000 90.0000 90.0000	238.51	293.00	0.101325	2019	10	
131594	P b n m	Pr0.5 Sr0.45 Na0.05 Mn O3	GdFeO3	Yang, Hangfu; Wu, Qiong; Yu, Nengjun; Yu, Yundan; Pan, Minxiang; Zhang, Pengyue; Ge, Hongliang	5.4358(10) 5.4358(10) 7.6555(9) 90. 90. 90.	226.20	293.00	0.101325	2020	10	
131595	P b n m	Pr0.5 Sr0.4 Na0.1 Mn O3	GdFeO3	Yang, Hangfu; Wu, Qiong; Yu, Nengjun; Yu, Yundan; Pan, Minxiang; Zhang, Pengyue; Ge, Hongliang	5.4372(9) 5.4372(9) 7.6516(11) 90. 90. 90.	226.21	293.00	0.101325	2020	10	
131596	P b n m	Pr0.5 Sr0.35 Na0.15 Mn O3	GdFeO3	Yang, Hangfu; Wu, Qiong; Yu, Nengjun; Yu, Yundan; Pan, Minxiang; Zhang, Pengyue; Ge, Hongliang	5.43963(5) 5.43963(5) 7.6644(7) 90. 90. 90.	226.78	293.00	0.101325	2020	10	
131597	P b n m	Pr0.5 Sr0.3 Na0.2 Mn O3	GdFeO3	Yang, Hangfu; Wu, Qiong; Yu, Nengjun; Yu, Yundan; Pan, Minxiang; Zhang, Pengyue; Ge, Hongliang	5.4487(11) 5.4487(11) 7.6911(16) 90. 90. 90.	228.34	293.00	0.101325	2020	10	
131598	P b n m	Pr0.5 Sr0.2 Na0.3 Mn O3	GdFeO3	Yang, Hangfu; Wu, Qiong; Yu, Nengjun; Yu, Yundan; Pan, Minxiang; Zhang, Pengyue; Ge, Hongliang	5.4487(11) 5.4487(11) 7.6911(16) 90. 90. 90.	228.34	293.00	0.101325	2020	10	
131638	P b c a	Ca2 (Mg1.676 Mn0.324) B4 O10		Pankova, Yulia A.; Krivovichev, Sergey V.; Pekov, Igor V.; Grew, Edward S.; Yapaskurt, Vasiliy O.	11.1543(5) 5.5078(2) 36.3566(15) 90 90 90	2233.59	296.00	0.101325	2018	10	
132620	P n m a	La0.6 Pr0.1 Ca0.3 Mn O3	GdFeO3	Solanki, Sapana; Dhruv, Davit; Boricha, Hetal; Zankat, Alpa; Rathod, K.N.; Rajyaguru, Bhargav; Trivedi, R.K.; Joshi, A.D.; Mukherjee, S.; Solanki, P.S.; Shah, N.A.	5.5101(4) 7.7958(2) 5.5328(3) 90. 90. 90.	237.67	293.00	0.101325	2020	10	
135274	P n n m	Ba2 Mn (Se O3)2 Cl2	Ba2Zn(SeO3)2Cl2	Geng, Lei	6.7685(5) 12.8618(10) 5.4685(4) 90 90 90	476.06	298.00	0.101325	2021	10	
137794	P n m a	La0.7 Pr0.3 Mn0.8 Co0.2 O3	GdFeO3	Choudhary, B.L.; Palsaniya, K.K.; Choudhary, S.R.; Kumari, Jyoti; Kumari, Namita; Quraishi, A.M.; Alvi, P.A.; Dolia, S.N.; Kumar, Sudhish	5.4928(5) 7.7683(7) 5.5148(5) 90. 90. 90.	235.32	293.00	0.101325	2022	10	
140453	P n m a	(Zn3 Mn0.8) ((V0.5 Mo0.5) O4)3	Li3Fe(MoO4)3	Tang, Joseph N.; Subramanian, M.A.	5.0677(5) 10.4492(10) 17.6000(20) 90.0 90.0 90.0	931.98	300.00	0.101325	2019	10	
140994	P c c a	K1.50 Na0.50 Mn2 (Mo O4)3	Rb3Na3Sc2(MoO4)6	Gulyaeva, Oksana A.; Solodovnikova, Zoya A.; Solodovnikov, Sergey F.; Yudin, Vasiliy N.; Zolotova, Evgeniya S.; Komarov, Vladislav Yu.	10.6160(7) 12.2714(8) 18.0275(11) 90 90 90	2348.49	296.00	0.101325	2019	10	
141812	A 21 a m	La Bi2 Nb1.5 Mn0.5 O9	Bi3TbNb2O9	Rani, Sonia; Naresh, Gollapally; Mandal, Tapas Kumar	5.5018(1) 5.5078(1) 24.859(1) 90. 90. 90.	753.30	295.00	0.101325	2020	10	
147337	P n m a	K2 Mn3 O (O H) (V O4) (V2 O7)	Ca2Al3(SiO4)(Si2O7)O(OH)	Yakubovich, Olga V.; Shvanskaya, Larisa V.; Kiriukhina, Galina V.; Simonov, Sergey V.; Volkov, Anatoly S.; Dimitrova, Olga V.; Glazkov, Vasiliy N.; Ignatenko, Andrey N.; Chung, Seung Hwan; Koo, Hyun-Joo; Whangbo, Myung-Hwan; Vasiliev, Alexander N.	17.9155(5) 5.8940(2) 10.9971(3) 90 90 90	1161.22	218.00	0.101325	2023	10	
147466	P n m a	Sm0.5 Y0.5 Fe0.58 Mn0.42 O3	GdFeO3	Raut, S.; Mohanty, H.S.; Sharma, R.K.; Kar, B.; Srihari, Velaga; Poswal, H.K.; Panigrahi, S.	5.67279(10) 7.56916(13) 5.32277(10) 90. 90. 90.	228.55	298.00	0.101325	2023	10	
147467	P n m a	Sm0.5 Y0.5 Fe0.58 Mn0.42 O3	GdFeO3	Raut, S.; Mohanty, H.S.; Sharma, R.K.; Kar, B.; Srihari, Velaga; Poswal, H.K.; Panigrahi, S.	5.67396(13) 7.57271(16) 5.32475(13) 90. 90. 90.	228.79	318.00	0.101325	2023	10	
147468	P n m a	Sm0.5 Y0.5 Fe0.58 Mn0.42 O3	GdFeO3	Raut, S.; Mohanty, H.S.; Sharma, R.K.; Kar, B.; Srihari, Velaga; Poswal, H.K.; Panigrahi, S.	5.67574(14) 7.58289(18) 5.32970(14) 90. 90. 90.	229.38	413.00	0.101325	2023	10	
147469	P n m a	Sm0.5 Y0.5 Fe0.58 Mn0.42 O3	GdFeO3	Raut, S.; Mohanty, H.S.; Sharma, R.K.; Kar, B.; Srihari, Velaga; Poswal, H.K.; Panigrahi, S.	5.68137(13) 7.61090(18) 5.34395(14) 90. 90. 90.	231.07	623.00	0.101325	2023	10	
147470	P n m a	Sm0.5 Y0.5 Fe0.58 Mn0.42 O3	GdFeO3	Raut, S.; Mohanty, H.S.; Sharma, R.K.; Kar, B.; Srihari, Velaga; Poswal, H.K.; Panigrahi, S.	5.67812(13) 7.64787(18) 5.36255(13) 90. 90. 90.	232.87	873.00	0.101325	2023	10	
149001	P m m n Z	Dy2 Cu Zn Mn4 O12	NaNbO3(Pnmm)	Belik, Alexei A.	7.25134(2) 7.25958(2) 7.76916(1) 90. 90. 90.	408.98	100.00	0.101325	2023	10	
149002	P m m n Z	Dy2 Cu Zn Mn4 O12	NaNbO3(Pnmm)	Belik, Alexei A.	7.25988(2) 7.27087(2) 7.77362(2) 90. 90. 90.	410.34	295.00	0.101325	2023	10	
149714	P n m a	(La0.57 Pr0.1  Sr0.33) Mn O3	GdFeO3	Missaoui, Nabiha; Dhahri, Jamila; Hcini, Sobhi; Alshehri, Abdullah H.; Althuwayb, Amani A.; Charguia, Raihane; Hlil, E.K.; Bouazizi, M.L.	5.502(4) 7.748(9) 5.464(4) 90. 90. 90.	232.93	293.00	0.101325	2022	10	
151527	P n m a	(Sr1.3 La0.7) (Mn Ir) O6	GdFeO3	Haque, M.T.; Satoh, H.; Kamegashira, N.	5.5348(4) 7.7853(6) 5.5842(4) 90. 90. 90.	240.62	298.00	0.101325	2004	10	
151813	P n m a	(La0.556 Ca0.444) ((Mn0.581 Ru0.419) O3)	GdFeO3	Granado, E.; Huang, Q.; Lynn, J.W.; Gopalakrishnan, J.; Ramesha, K.	5.5099(2) 7.7553(3) 5.4819(3) 90. 90. 90.	234.25	300.00	0.101325	2004	10	
151814	P n m a	(La0.54 Ba0.46) ((Mn0.524 Ru0.476) O3)	GdFeO3	Granado, E.; Huang, Q.; Lynn, J.W.; Gopalakrishnan, J.; Ramesha, K.	5.5975(5) 7.9163(8) 5.6197(8) 90. 90. 90.	249.02	300.00	0.101325	2004	10	
153043	P n m a	(Nd0.6 Mg0.1 Sr0.3) (Mn O3)	GdFeO3	Tseggai, M.; Mathieu, R.; Nordblad, P.; Tellgren, R.; Bau, L.V.; Nam, D.N.H.; Phuc, N.X.; Khiem, N.V.; Andre, G.; Bouree, F.	5.457(1) 7.713(1) 5.4610(7) 90. 90. 90.	229.85	1.50	0.101325	2005	10	
153044	P n m a	(Nd0.6 Mg0.1 Sr0.3) (Mn O3)	GdFeO3	Tseggai, M.; Mathieu, R.; Nordblad, P.; Tellgren, R.; Bau, L.V.; Nam, D.N.H.; Phuc, N.X.; Khiem, N.V.; Andre, G.; Bouree, F.	5.456(1) 7.712(1) 5.460(1) 90. 90. 90.	229.74	29.00	0.101325	2005	10	
153045	P n m a	(Nd0.6 Mg0.1 Sr0.3) (Mn O3)	GdFeO3	Tseggai, M.; Mathieu, R.; Nordblad, P.; Tellgren, R.; Bau, L.V.; Nam, D.N.H.; Phuc, N.X.; Khiem, N.V.; Andre, G.; Bouree, F.	5.455(1) 7.707(1) 5.4573(7) 90. 90. 90.	229.43	200.00	0.101325	2005	10	
153046	P n m a	(Nd0.6 Mg0.1 Sr0.3) ((Mn0.9 Mg0.1) O3)	GdFeO3	Tseggai, M.; Mathieu, R.; Nordblad, P.; Tellgren, R.; Bau, L.V.; Nam, D.N.H.; Phuc, N.X.; Khiem, N.V.; Andre, G.; Bouree, F.	5.4561(4) 7.7068(5) 5.4618(4) 90. 90. 90.	229.66	1.50	0.101325	2005	10	
153047	P n m a	(Nd0.6 Mg0.1 Sr0.3) ((Mn0.9 Mg0.1) O3)	GdFeO3	Tseggai, M.; Mathieu, R.; Nordblad, P.; Tellgren, R.; Bau, L.V.; Nam, D.N.H.; Phuc, N.X.; Khiem, N.V.; Andre, G.; Bouree, F.	5.4670(4) 7.7141(5) 5.4655(4) 90. 90. 90.	230.50	20.00	0.101325	2005	10	
153048	P n m a	(Nd0.6 Mg0.1 Sr0.3) ((Mn0.9 Mg0.1) O3)	GdFeO3	Tseggai, M.; Mathieu, R.; Nordblad, P.; Tellgren, R.; Bau, L.V.; Nam, D.N.H.; Phuc, N.X.; Khiem, N.V.; Andre, G.; Bouree, F.	5.4734(5) 7.7193(5) 5.4693(4) 90. 90. 90.	231.08	100.00	0.101325	2005	10	
153049	P n m a	(Nd0.6 Mg0.1 Sr0.3) ((Mn0.8 Mg0.2) O3)	GdFeO3	Tseggai, M.; Mathieu, R.; Nordblad, P.; Tellgren, R.; Bau, L.V.; Nam, D.N.H.; Phuc, N.X.; Khiem, N.V.; Andre, G.; Bouree, F.	5.4607(5) 7.7145(8) 5.4798(5) 90. 90. 90.	230.85	1.50	0.101325	2005	10	
153050	P n m a	(Nd0.6 Mg0.1 Sr0.3) ((Mn0.8 Mg0.2) O3)	GdFeO3	Tseggai, M.; Mathieu, R.; Nordblad, P.; Tellgren, R.; Bau, L.V.; Nam, D.N.H.; Phuc, N.X.; Khiem, N.V.; Andre, G.; Bouree, F.	5.4612(6) 7.713(1) 5.4801(6) 90. 90. 90.	230.83	20.00	0.101325	2005	10	
153051	P n m a	(Nd0.6 Mg0.1 Sr0.3) ((Mn0.8 Mg0.2) O3)	GdFeO3	Tseggai, M.; Mathieu, R.; Nordblad, P.; Tellgren, R.; Bau, L.V.; Nam, D.N.H.; Phuc, N.X.; Khiem, N.V.; Andre, G.; Bouree, F.	5.4606(8) 7.714(1) 5.4811(7) 90. 90. 90.	230.88	120.00	0.101325	2005	10	
153110	P n m a	(Pr0.625 Sr0.178 Ca0.197) (Mn O3)	(Ca,Li)(Zr,Ta)O3	Collado, J.A.; Frontera, C.; Garcia Munoz, J.L.; Aranda, M.A.G.	5.44231(3) 7.68862(3) 5.45267(2) 90. 90. 90.	228.16	293.00	0.101325	2005	10	
153111	P n m a	(Nd0.625 Sr0.255 Ca0.120) (Mn O3)	GdFeO3	Collado, J.A.; Frontera, C.; Garcia Munoz, J.L.; Aranda, M.A.G.	5.44516(2) 7.68826(2) 5.44649(2) 90. 90. 90.	228.01	293.00	0.101325	2005	10	
153112	P n m a	(Nd0.625 Sr0.255 Ca0.120) (Mn O3)	GdFeO3	Collado, J.A.; Frontera, C.; Garcia Munoz, J.L.; Aranda, M.A.G.	5.43724(2) 7.67730(2) 5.43771(2) 90. 90. 90.	226.99	140.00	0.101325	2005	10	
153115	P n m a	(Sm0.504 Nd0.121 Sr0.375) (Mn O3)	GdFeO3	Collado, J.A.; Frontera, C.; Garcia Munoz, J.L.; Aranda, M.A.G.	5.44695(4) 7.68555(4) 5.44505(3) 90. 90. 90.	227.95	293.00	0.101325	2005	10	
153263	P b n m	Ca La (Mn Fe O6)	GdFeO3	Shaheen, R.; Bashir, J.; Rundlof, H.; Rennie, A.R.	5.4468(5) 5.4386(5) 7.6862(5) 90. 90. 90.	227.69	293.00	0.101325	2005	10	
153892	P n m a	(Ca La) (Mn Sn O6)	GdFeO3	Abakumov, A.M.; Rossell, M.D.; Seryakov, S.A.; Rozova, M.G.; Markina, M.M.; van Tendeloo, G.; Antipov, E.V.	5.6701(1) 7.9022(1) 5.55446(8) 90. 90. 90.	248.87	293.00	0.101325	2005	10	
153893	P n m a	(Ca Sm) (Mn Sn O6)	GdFeO3	Abakumov, A.M.; Rossell, M.D.; Seryakov, S.A.; Rozova, M.G.; Markina, M.M.; van Tendeloo, G.; Antipov, E.V.	5.7186(1) 7.8408(1) 5.49178(9) 90. 90. 90.	246.24	293.00	0.101325	2005	10	
153894	P n m a	(Ca Dy) (Mn Sn O6)	GdFeO3	Abakumov, A.M.; Rossell, M.D.; Seryakov, S.A.; Rozova, M.G.; Markina, M.M.; van Tendeloo, G.; Antipov, E.V.	5.6928(1) 7.7330(1) 5.4179(1) 90. 90. 90.	238.51	293.00	0.101325	2005	10	
154121	P 21 21 21	Ag4 Mn2 Zr (Mo O4)6		Khobrakova, E.T.; Morozov, V.A.; Khasanov, S.S.; Tsyrenova, G.D.; Khaikina, E.G.; Lebedev, O.I.; van Tendeloo, G.; Lazoryak, B.I.	5.3632(1) 18.9463(3) 21.3621(4) 90. 90. 90.	2170.66	293.00	0.101325	2005	10	
154195	P n m a	Ca2 Mn (Ga0.5 Al0.5) O5	Ca2MnGaO5	Abakumov, A.M.; Kalyuzhnaya, A.S.; Rozova, M.G.; Antipov, E.V.; Hadermann, J.; van Tendeloo, G.	5.25175(5) 15.1426(2) 5.46029(6) 90. 90. 90.	434.23	293.00	0.101325	2005	10	
154529	P n m a	(Ca0.5 La0.5) (Mn0.5 Ti0.5) O3	GdFeO3	Kobayashi, M.; Katsuraya,R.; Kurita, S.; Yamaguchi, M.; Satoh, H.; Kamegashira, N.	5.5128(2) 7.7615(4) 5.4871(2) 90. 90. 90.	234.78	293.00	0.101325	2006	10	
154530	P n m a	(Ca0.5 Nd0.5) (Mn0.5 Ti0.5) O3	GdFeO3	Kobayashi, M.; Katsuraya,R.; Kurita, S.; Yamaguchi, M.; Satoh, H.; Kamegashira, N.	5.5471(2) 7.6632(3) 5.4309(2) 90. 90. 90.	230.86	293.00	0.101325	2006	10	
154531	P n m a	(Ca0.5 Eu0.5) (Mn0.5 Ti0.5) O3	GdFeO3	Kobayashi, M.; Katsuraya,R.; Kurita, S.; Yamaguchi, M.; Satoh, H.; Kamegashira, N.	5.5849(1) 7.5553(2) 5.3461(1) 90. 90. 90.	225.58	293.00	0.101325	2006	10	
154532	P n m a	(Ca0.67 Y0.33) (Mn0.33 Ti0.67) O3	GdFeO3	Kobayashi, M.; Katsuraya,R.; Kurita, S.; Yamaguchi, M.; Satoh, H.; Kamegashira, N.	5.5224(4) 7.5893(5) 5.3576(3) 90. 90. 90.	224.54	293.00	0.101325	2006	10	
154533	P n m a	(Ca0.67 Gd0.33) (Mn0.33 Ti0.67) O3	GdFeO3	Kobayashi, M.; Katsuraya,R.; Kurita, S.; Yamaguchi, M.; Satoh, H.; Kamegashira, N.	5.5189(4) 7.6183(5) 5.3831(3) 90. 90. 90.	226.33	293.00	0.101325	2006	10	
154534	P n m a	(Ca0.67 Dy0.33) (Mn0.33 Ti0.67) O3	GdFeO3	Kobayashi, M.; Katsuraya,R.; Kurita, S.; Yamaguchi, M.; Satoh, H.; Kamegashira, N.	5.5230(3) 7.5960(4) 5.3663(3) 90. 90. 90.	225.13	293.00	0.101325	2006	10	
154535	P n m a	(Ca0.67 Ho0.33) (Mn0.33 Ti0.67) O3	GdFeO3	Kobayashi, M.; Katsuraya,R.; Kurita, S.; Yamaguchi, M.; Satoh, H.; Kamegashira, N.	5.5242(2) 7.5900(3) 5.3569(2) 90. 90. 90.	224.61	293.00	0.101325	2006	10	
154536	P n m a	(Ca0.67 Yb0.33) (Mn0.33 Ti0.67) O3	GdFeO3	Kobayashi, M.; Katsuraya,R.; Kurita, S.; Yamaguchi, M.; Satoh, H.; Kamegashira, N.	5.5171(2) 7.5726(3) 5.3382(2) 90. 90. 90.	223.02	293.00	0.101325	2006	10	
154541	P n m a	(Ca1.5 La0.5) (Mn Ir O6)	GdFeO3	Haque, M.T.; Satoh, H.; Kamegashira, N.	5.4942(9) 7.668(1) 5.4161(7) 90. 90. 90.	228.18	293.00	0.101325	2006	10	
154542	P n m a	(Ca1.7 La0.3) (Mn Ir O6)	GdFeO3	Haque, M.T.; Satoh, H.; Kamegashira, N.	5.4662(5) 7.6340(6) 5.3855(5) 90. 90. 90.	224.73	293.00	0.101325	2006	10	
154543	P n m a	(Ca1.9 La0.1) (Mn Ir O6)	GdFeO3	Haque, M.T.; Satoh, H.; Kamegashira, N.	5.4241(7) 7.5907(8) 5.3575(6) 90. 90. 90.	220.58	293.00	0.101325	2006	10	
155755	I m m a	(La0.4 Ce0.3 Ba0.3) (Mn O3)	BaPbO3(oI20)	Vengadesh Kumara Mangalam, R.; Sundaresan, A.	5.5221(1) 7.8044(2) 5.5443(1) 90. 90. 90.	238.94	293.00	0.101325	2006	10	
