HMS,StructuredFormula,Temperature,Pressure,crystal_system,StructuredFormula_normalized
R -3 c H,(La0.7 Sr0.3) ((Mn0.9 Cu0.1) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.9Cu0.1)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.875 Cu0.125) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.875Cu0.125)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.85 Cu0.15) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.85Cu0.15)O3)
R -3 m H,Li ((Ni0.65 Co0.25 Mn0.1) O2),293.0,0.101325,trigonal,Li((Ni0.65Co0.25Mn0.1)O2)
R -3 m H,(Li0.956 Ni0.044) ((Mn0.4 Ni0.356 Li0.044 Co0.2) O2),298.0,0.101325,trigonal,(Li0.956Ni0.044)((Mn0.4Ni0.356Li0.044Co0.2)O2)
R -3 c H,(La0.7 Sr0.3) ((Mn0.9 Ti0.1) O3),311.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.9Ti0.1)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.8 Ti0.2) O3),281.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.8Ti0.2)O3)
R -3 c H,(La0.667 Sr0.25 K0.083) (Mn O3),293.0,0.101325,trigonal,(La0.667Sr0.25K0.083)(MnO3)
R -3 c H,(La0.667 Sr0.167 K0.166) (Mn O3),293.0,0.101325,trigonal,(La0.667Sr0.167K0.166)(MnO3)
R -3 m H,(Li0.98 Ni0.02) (Li0.14 (Ni0.354 Mn0.374 Co0.132)) O2,293.0,0.101325,trigonal,(Li0.98Ni0.02)(Li0.14(Ni0.354Mn0.374Co0.132))O2
R -3 m H,(Li0.98 Ni0.02) (Ni0.354 Mn0.374 Co0.132) O2,293.0,0.101325,trigonal,(Li0.98Ni0.02)(Ni0.354Mn0.374Co0.132)O2
R -3 m H,(Li0.7 Ni0.04) (Ni0.334 Mn0.374 Co0.132) O1.89,293.0,0.101325,trigonal,(Li0.7Ni0.04)(Ni0.334Mn0.374Co0.132)O1.89
R -3 c H,(La0.7 Ca0.26 Na0.04) (Mn O3),293.0,0.101325,trigonal,(La0.7Ca0.26Na0.04)(MnO3)
R -3 c H,(La0.7 Ca0.24 Na0.06) (Mn O3),293.0,0.101325,trigonal,(La0.7Ca0.24Na0.06)(MnO3)
R -3 c H,(La0.7 Ca0.22 Na0.08) (Mn O3),293.0,0.101325,trigonal,(La0.7Ca0.22Na0.08)(MnO3)
R -3 c H,(La0.7 Ca0.2 Na0.1) (Mn O3),293.0,0.101325,trigonal,(La0.7Ca0.2Na0.1)(MnO3)
R -3 c H,(La0.67 Pb0.33) ((Mn0.99 Co0.01) O2.97),293.0,0.101325,trigonal,(La0.67Pb0.33)((Mn0.99Co0.01)O2.97)
R -3 c H,(La0.67 Pb0.33) ((Mn0.97 Co0.03) O2.97),293.0,0.101325,trigonal,(La0.67Pb0.33)((Mn0.97Co0.03)O2.97)
R -3 c H,(La0.67 Pb0.33) ((Mn0.94 Co0.06) O2.97),293.0,0.101325,trigonal,(La0.67Pb0.33)((Mn0.94Co0.06)O2.97)
R -3 c H,(La0.67 Pb0.33) ((Mn0.9 Co0.1) O2.97),293.0,0.101325,trigonal,(La0.67Pb0.33)((Mn0.9Co0.1)O2.97)
R -3 c H,(La0.67 Pb0.33) ((Mn0.85 Co0.15) O2.97),293.0,0.101325,trigonal,(La0.67Pb0.33)((Mn0.85Co0.15)O2.97)
R -3 m H,Li (Co0.8 Ni0.1 Mn0.1) O2,293.0,0.101325,trigonal,Li(Co0.8Ni0.1Mn0.1)O2
R -3 m H,(Li0.977 Ni0.023) (Li0.023 Ni0.310 Co0.333 Mn0.333) O2,293.0,0.101325,trigonal,(Li0.977Ni0.023)(Li0.023Ni0.310Co0.333Mn0.333)O2
R -3 m H,(Li0.975 Ni0.025) (Li0.025 Ni0.308 Co0.333 Mn0.333) O2,293.0,0.101325,trigonal,(Li0.975Ni0.025)(Li0.025Ni0.308Co0.333Mn0.333)O2
R -3 m H,(Li0.981 Ni0.019) (Li0.019 Ni0.314 Co0.333 Mn0.333) O2,293.0,0.101325,trigonal,(Li0.981Ni0.019)(Li0.019Ni0.314Co0.333Mn0.333)O2
R -3 m H,(Li0.969 Ni0.031) (Li0.03 Ni0.302 Mn0.333 Co0.333) O2,293.0,0.101325,trigonal,(Li0.969Ni0.031)(Li0.03Ni0.302Mn0.333Co0.333)O2
R -3 m H,(Li0.968 Ni0.032) (Li0.04 Ni0.293 Mn0.333 Co0.333) O2,293.0,0.101325,trigonal,(Li0.968Ni0.032)(Li0.04Ni0.293Mn0.333Co0.333)O2
R -3 c H,(La0.5 Sr0.5) (Mn0.5 Ti0.5 O3),293.0,0.101325,trigonal,(La0.5Sr0.5)(Mn0.5Ti0.5O3)
R -3 m H,Li1.2 Ni0.23 Mn0.54 Fe0.03 O2,293.0,0.101325,trigonal,Li1.2Ni0.23Mn0.54Fe0.03O2
R -3 m H,Li1.2 Ni0.21 Mn0.54 Fe0.05 O2,293.0,0.101325,trigonal,Li1.2Ni0.21Mn0.54Fe0.05O2
R -3 m H,Li1.2 Ni0.18 Mn0.54 Fe0.08 O2,293.0,0.101325,trigonal,Li1.2Ni0.18Mn0.54Fe0.08O2
R -3 H,Li (Ni0.4 Co0.2 Mn0.4) O2,293.0,0.101325,trigonal,Li(Ni0.4Co0.2Mn0.4)O2
R -3 H,Li (Ni0.4 Al0.2 Mn0.4) O2,293.0,0.101325,trigonal,Li(Ni0.4Al0.2Mn0.4)O2
R -3 c H,(La0.7 Pb0.3) (Mn0.98 V0.02) O3,293.0,0.101325,trigonal,(La0.7Pb0.3)(Mn0.98V0.02)O3
R -3 c H,(La0.7 Pb0.3) (Mn0.96 V0.04) O3,293.0,0.101325,trigonal,(La0.7Pb0.3)(Mn0.96V0.04)O3
R -3 c H,(La0.7 Pb0.3) (Mn0.94 V0.06) O3,293.0,0.101325,trigonal,(La0.7Pb0.3)(Mn0.94V0.06)O3
R -3 c H,(La0.7 Pb0.3) (Mn0.92 V0.08) O3,293.0,0.101325,trigonal,(La0.7Pb0.3)(Mn0.92V0.08)O3
R -3 c H,(La0.7 Pb0.3) (Mn0.9 V0.1) O3,293.0,0.101325,trigonal,(La0.7Pb0.3)(Mn0.9V0.1)O3
R -3 m H,(Li0.99 Ni0.01) (Li0.01 Ni0.09 Mn0.1 Co0.8) O2,293.0,0.101325,trigonal,(Li0.99Ni0.01)(Li0.01Ni0.09Mn0.1Co0.8)O2
R -3 m H,(Li0.92 Ni0.01) (Ni0.09 Mn0.1 Co0.8) O2,293.0,0.101325,trigonal,(Li0.92Ni0.01)(Ni0.09Mn0.1Co0.8)O2
R -3 m H,(Li0.82 Ni0.01) (Ni0.09 Mn0.1 Co0.8) O2,293.0,0.101325,trigonal,(Li0.82Ni0.01)(Ni0.09Mn0.1Co0.8)O2
R -3 m H,(Li0.78 Ni0.01) (Ni0.09 Mn0.1 Co0.8) O2,293.0,0.101325,trigonal,(Li0.78Ni0.01)(Ni0.09Mn0.1Co0.8)O2
R -3 m H,(Li0.68 Ni0.01) (Ni0.09 Mn0.1 Co0.8) O2,293.0,0.101325,trigonal,(Li0.68Ni0.01)(Ni0.09Mn0.1Co0.8)O2
R -3 m H,(Li0.991 Ni0.009) (Li0.069 Ni0.304 Mn0.313 Co0.314) O2,293.0,0.101325,trigonal,(Li0.991Ni0.009)(Li0.069Ni0.304Mn0.313Co0.314)O2
P -3 m 1,Li0.04 Co0.333 Ni0.333 Mn0.333 O2,293.0,0.101325,trigonal,Li0.04Co0.333Ni0.333Mn0.333O2
R 3 2 H,(Zn (H2 O)3)3 (Mn Mo9 O32) (H2 O)4,293.0,0.101325,trigonal,(Zn(H2O)3)3(MnMo9O32)(H2O)4
R 3 2 H,(Mn (H2 O)4) (Co Mo9 O27 (O H)5) (H2 O)7,293.0,0.101325,trigonal,(Mn(H2O)4)(CoMo9O27(OH)5)(H2O)7
R -3 c H,(La0.7 Ca0.1 Ag0.2) (Mn O3),293.0,0.101325,trigonal,(La0.7Ca0.1Ag0.2)(MnO3)
R -3 m H,Li Ni0.83 Co0.07 Mn0.1 O2,293.0,0.101325,trigonal,LiNi0.83Co0.07Mn0.1O2
R -3 m H,Li Ni0.72 Co0.05 Mn0.23 O2,293.0,0.101325,trigonal,LiNi0.72Co0.05Mn0.23O2
R -3 m H,Na (Ni0.33 Fe0.33 Mn0.33) O2,293.0,0.101325,trigonal,Na(Ni0.33Fe0.33Mn0.33)O2
R 3 2 H,Ni3 (Mn Mo9 O32) (H2 O)11.5,293.0,0.101325,trigonal,Ni3(MnMo9O32)(H2O)11.5
P -3 1 m,Gd (Ge0.485 Mn0.015 Sb0.5)2 O6,293.0,0.101325,trigonal,Gd(Ge0.485Mn0.015Sb0.5)2O6
R 3 c H,(Bi0.9 Ba0.1) (Fe0.9 Mn0.1) O3,293.0,0.101325,trigonal,(Bi0.9Ba0.1)(Fe0.9Mn0.1)O3
R -3 m H,(Li0.981 Ni0.019) ((Li0.019 Ni0.031 Mn0.05 Co0.9) O2),293.0,0.101325,trigonal,(Li0.981Ni0.019)((Li0.019Ni0.031Mn0.05Co0.9)O2)
R -3 m H,(Li0.983 Ni0.017) ((Li0.017 Ni0.033 Mn0.05 Co0.9) O2),293.0,0.101325,trigonal,(Li0.983Ni0.017)((Li0.017Ni0.033Mn0.05Co0.9)O2)
R -3 m H,(Li0.985 Ni0.015) ((Li0.0157 Ni0.035 Mn0.05 Co0.9) O2),293.0,0.101325,trigonal,(Li0.985Ni0.015)((Li0.0157Ni0.035Mn0.05Co0.9)O2)
R -3 m H,(Li0.957 Ni0.043) ((Li0.043 Ni0.107 Mn0.15 Co0.7) O2),293.0,0.101325,trigonal,(Li0.957Ni0.043)((Li0.043Ni0.107Mn0.15Co0.7)O2)
R -3 m H,(Li0.951 Ni0.049) ((Li0.049 Ni0.101 Mn0.15 Co0.7) O2),293.0,0.101325,trigonal,(Li0.951Ni0.049)((Li0.049Ni0.101Mn0.15Co0.7)O2)
R -3 m H,(Li0.949 Ni0.051) ((Li0.051 Ni0.099 Mn0.15 Co0.7) O2),293.0,0.101325,trigonal,(Li0.949Ni0.051)((Li0.051Ni0.099Mn0.15Co0.7)O2)
R -3 m H,(Li0.95 Ni0.05) ((Li0.05 Ni0.25 Mn0.30 Co0.4) O2),293.0,0.101325,trigonal,(Li0.95Ni0.05)((Li0.05Ni0.25Mn0.30Co0.4)O2)
R -3 m H,(Li0.948 Ni0.052) ((Li0.052 Ni0.248 Mn0.30 Co0.4) O2),293.0,0.101325,trigonal,(Li0.948Ni0.052)((Li0.052Ni0.248Mn0.30Co0.4)O2)
R -3 m H,(Li0.942 Ni0.058) ((Li0.058 Ni0.242 Mn0.30 Co0.4) O2),293.0,0.101325,trigonal,(Li0.942Ni0.058)((Li0.058Ni0.242Mn0.30Co0.4)O2)
R -3 m H,(Li0.926 Ni0.074) ((Li0.074 Ni0.376 Mn0.45 Co0.1) O2),293.0,0.101325,trigonal,(Li0.926Ni0.074)((Li0.074Ni0.376Mn0.45Co0.1)O2)
R -3 m H,(Li0.914 Ni0.086) ((Li0.086 Ni0.364 Mn0.45 Co0.1) O2),293.0,0.101325,trigonal,(Li0.914Ni0.086)((Li0.086Ni0.364Mn0.45Co0.1)O2)
R -3 m H,(Li0.912 Ni0.088) ((Li0.088 Ni0.362 Mn0.45 Co0.1) O2),293.0,0.101325,trigonal,(Li0.912Ni0.088)((Li0.088Ni0.362Mn0.45Co0.1)O2)
R -3 m H,Li Ni0.358 Mn0.358 Co0.283 O2,293.0,0.101325,trigonal,LiNi0.358Mn0.358Co0.283O2
R -3 m H,Li Ni0.383 Mn0.383 Co0.233 O2,293.0,0.101325,trigonal,LiNi0.383Mn0.383Co0.233O2
R -3 m H,Li Ni0.408 Mn0.408 Co0.183 O2,293.0,0.101325,trigonal,LiNi0.408Mn0.408Co0.183O2
R -3 m H,Li Ni0.333 Mn0.333 Co0.333 O2,293.0,0.101325,trigonal,LiNi0.333Mn0.333Co0.333O2
R -3 m H,(Li0.932 Ni0.068) (Ni0.8 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.932Ni0.068)(Ni0.8Co0.1Mn0.1)O2
R -3 m H,Na (Ni0.33 Mn0.33 Co0.33) O2,293.0,0.101325,trigonal,Na(Ni0.33Mn0.33Co0.33)O2
R 3 m H,Na0.8 (Ni0.33 Mn0.33 Co0.33) O2,293.0,0.101325,trigonal,Na0.8(Ni0.33Mn0.33Co0.33)O2
R -3 m H,(Li0.987 Ni0.013) (Li0.044 Ni0.310 Co0.323 Mn0.323) O2,293.0,0.101325,trigonal,(Li0.987Ni0.013)(Li0.044Ni0.310Co0.323Mn0.323)O2
R -3 c H,(La0.67 Ba0.33) (Mn0.98 Cr0.02 O3),293.0,0.101325,trigonal,(La0.67Ba0.33)(Mn0.98Cr0.02O3)
R -3 c H,(La0.67 Ba0.33) (Mn0.95 Cr0.05 O3),293.0,0.101325,trigonal,(La0.67Ba0.33)(Mn0.95Cr0.05O3)
R -3 c H,(La0.67 Ba0.33) (Mn0.9 Cr0.1 O3),293.0,0.101325,trigonal,(La0.67Ba0.33)(Mn0.9Cr0.1O3)
R -3 c H,(La0.67 Ba0.33) (Mn0.9 Cr0.1) O3,293.0,0.101325,trigonal,(La0.67Ba0.33)(Mn0.9Cr0.1)O3
R -3 m H,(Li0.975 Ni0.025) (Co0.33 Ni0.309 Li0.025 Mn0.33) O2,293.0,0.101325,trigonal,(Li0.975Ni0.025)(Co0.33Ni0.309Li0.025Mn0.33)O2
R -3 c H,(La0.8 Ba0.2) ((Mn0.95 Fe0.05) O3),293.0,0.101325,trigonal,(La0.8Ba0.2)((Mn0.95Fe0.05)O3)
R -3 c H,(La0.8 Ba0.2) ((Mn0.9 Fe0.1) O3),293.0,0.101325,trigonal,(La0.8Ba0.2)((Mn0.9Fe0.1)O3)
R -3 c H,(La0.6 Sr0.2 Ba0.2) (Mn O3),293.0,0.101325,trigonal,(La0.6Sr0.2Ba0.2)(MnO3)
R -3 c H,(La0.6 Sr0.2 Ba0.15) (Mn O3),293.0,0.101325,trigonal,(La0.6Sr0.2Ba0.15)(MnO3)
R -3 c H,(La0.6 Sr0.2 Ba0.1) (Mn O3),293.0,0.101325,trigonal,(La0.6Sr0.2Ba0.1)(MnO3)
R -3 c H,(La0.6 Sr0.2 Ba0.05) (Mn O3),293.0,0.101325,trigonal,(La0.6Sr0.2Ba0.05)(MnO3)
R -3 c H,(La0.7 Sr0.3) (Mn0.9 Cr0.1) O3,298.0,0.101325,trigonal,(La0.7Sr0.3)(Mn0.9Cr0.1)O3
R -3 c H,(La0.7 Sr0.3) (Mn0.9 Fe0.1) O3,298.0,0.101325,trigonal,(La0.7Sr0.3)(Mn0.9Fe0.1)O3
R -3 c H,(La0.7 Sr0.3) (Mn0.9 Cu0.1) O3,298.0,0.101325,trigonal,(La0.7Sr0.3)(Mn0.9Cu0.1)O3
R -3 m H,Li (Li0.134 Mn0.470 Ni0.257 Co0.138) O2,293.0,0.101325,trigonal,Li(Li0.134Mn0.470Ni0.257Co0.138)O2
R -3 m H,Li (Li0.137 Mn0.473 Ni0.252 Co0.137) O2,293.0,0.101325,trigonal,Li(Li0.137Mn0.473Ni0.252Co0.137)O2
R -3 m H,Li (Li0.149 Mn0.467 Ni0.246 Co0.137) O2,293.0,0.101325,trigonal,Li(Li0.149Mn0.467Ni0.246Co0.137)O2
R -3 m H,Li (Li0.136 Mn0.467 Ni0.258 Co0.139) O2,293.0,0.101325,trigonal,Li(Li0.136Mn0.467Ni0.258Co0.139)O2
R -3 c H,(La0.67 Sr0.33) ((Mn0.95 Ni0.05) O3),293.0,0.101325,trigonal,(La0.67Sr0.33)((Mn0.95Ni0.05)O3)
R -3 c H,(La0.67 Sr0.33) ((Mn0.9 Ni0.1) O3),293.0,0.101325,trigonal,(La0.67Sr0.33)((Mn0.9Ni0.1)O3)
R -3 c H,(La0.67 Sr0.33) ((Mn0.67 Ni0.33) O3),293.0,0.101325,trigonal,(La0.67Sr0.33)((Mn0.67Ni0.33)O3)
R -3 c H,(La0.67 Sr0.33) (Mn0.97 Co0.03) O3,293.0,0.101325,trigonal,(La0.67Sr0.33)(Mn0.97Co0.03)O3
R -3 c H,(La0.67 Sr0.33) (Mn0.95 Co0.05) O3,293.0,0.101325,trigonal,(La0.67Sr0.33)(Mn0.95Co0.05)O3
R -3 c H,(La0.67 Sr0.33) (Mn0.9 Co0.1) O3,293.0,0.101325,trigonal,(La0.67Sr0.33)(Mn0.9Co0.1)O3
R -3 c H,(La0.644 Sr0.129 Nd0.129 Mn0.099) Mn0.97 O3,293.0,0.101325,trigonal,(La0.644Sr0.129Nd0.129Mn0.099)Mn0.97O3
R -3 c H,(La0.7 Sr0.3) ((Mn0.98 Cr0.02) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.98Cr0.02)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.96 Cr0.04) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.96Cr0.04)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.94 Cr0.06) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.94Cr0.06)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.92 Cr0.08) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.92Cr0.08)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.9 Cr0.1) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.9Cr0.1)O3)
R -3 H,H0.12 (Zn1.89 Mn0.05) (Si O4),293.0,0.101325,trigonal,H0.12(Zn1.89Mn0.05)(SiO4)
R -3 m H,Li (Mn0.375 Ni0.375 Co0.25) O2,293.0,0.101325,trigonal,Li(Mn0.375Ni0.375Co0.25)O2
R -3 c H,(La0.34 Pr0.33 Ba0.33) (Mn O2.971),293.0,0.101325,trigonal,(La0.34Pr0.33Ba0.33)(MnO2.971)
R -3 c H,(La0.34 Nd0.33 Ba0.33) (Mn O2.977),293.0,0.101325,trigonal,(La0.34Nd0.33Ba0.33)(MnO2.977)
R -3 c H,(La0.34 Sm0.33 Ba0.33) (Mn O2.945),293.0,0.101325,trigonal,(La0.34Sm0.33Ba0.33)(MnO2.945)
R -3 c H,(La0.34 Gd0.33 Ba0.33) (Mn O3.028),293.0,0.101325,trigonal,(La0.34Gd0.33Ba0.33)(MnO3.028)
R -3 m H,Li (Mn0.63 Ni0.24 Co0.13) O2,293.0,0.101325,trigonal,Li(Mn0.63Ni0.24Co0.13)O2
R -3 c H,(La0.65 Ca0.30 Ba0.05) (Mn O3),293.0,0.101325,trigonal,(La0.65Ca0.30Ba0.05)(MnO3)
R -3 c H,(La0.65 Ca0.25 Ba0.1) (Mn O3),293.0,0.101325,trigonal,(La0.65Ca0.25Ba0.1)(MnO3)
R -3 c H,(La0.65 Ca0.20 Ba0.15) (Mn O3),293.0,0.101325,trigonal,(La0.65Ca0.20Ba0.15)(MnO3)
R -3 c H,(La0.8 Ba0.2) ((Mn0.85 Fe0.15) O3),293.0,0.101325,trigonal,(La0.8Ba0.2)((Mn0.85Fe0.15)O3)
R -3 c H,(La0.8 Ba0.2) ((Mn0.8 Fe0.2) O3),293.0,0.101325,trigonal,(La0.8Ba0.2)((Mn0.8Fe0.2)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.85 Sb0.15) O3),300.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.85Sb0.15)O3)
R -3 c H,(La0.6 Pr0.1 Sr0.3) (Mn O3),293.0,0.101325,trigonal,(La0.6Pr0.1Sr0.3)(MnO3)
R -3 m H,Li (Ni0.33 Co0.33 Mn0.33) O2,293.0,0.101325,trigonal,Li(Ni0.33Co0.33Mn0.33)O2
R -3 c H,(La0.5 Sr0.5) ((Mn0.9 Ti0.1) O3),293.0,0.101325,trigonal,(La0.5Sr0.5)((Mn0.9Ti0.1)O3)
R -3 c H,(La0.5 Sr0.5) ((Mn0.7 Ti0.3) O3),293.0,0.101325,trigonal,(La0.5Sr0.5)((Mn0.7Ti0.3)O3)
R -3 c H,(La0.5 Sr0.5) ((Mn0.5 Ti0.5) O3),293.0,0.101325,trigonal,(La0.5Sr0.5)((Mn0.5Ti0.5)O3)
R 3 H,K6 (Mn Mo9 O32) (H2 O)5.52,293.0,0.101325,trigonal,K6(MnMo9O32)(H2O)5.52
R -3 m H,(Li0.975 Ni0.025) (Ni0.776 Li0.024 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.975Ni0.025)(Ni0.776Li0.024Co0.1Mn0.1)O2
R -3 m H,(Li0.961 Ni0.039) (Ni0.763 Li0.037 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.961Ni0.039)(Ni0.763Li0.037Co0.1Mn0.1)O2
R -3 m H,(Li0.951 Ni0.049) (Ni0.772 Li0.028 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.951Ni0.049)(Ni0.772Li0.028Co0.1Mn0.1)O2
R -3 m H,(Li0.944 Ni0.056) (Ni0.766 Li0.034 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.944Ni0.056)(Ni0.766Li0.034Co0.1Mn0.1)O2
R -3 m H,(Li0.741 Ni0.259) (Ni0.726 Li0.074 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.741Ni0.259)(Ni0.726Li0.074Co0.1Mn0.1)O2
R -3 m H,Na0.914 Ni0.489 Mn0.287 Ti0.224 O2,293.0,0.101325,trigonal,Na0.914Ni0.489Mn0.287Ti0.224O2
R -3 m H,Na0.969 (Ni0.388 Fe0.184 Mn0.379) O1.980,293.0,0.101325,trigonal,Na0.969(Ni0.388Fe0.184Mn0.379)O1.980
R -3 m H,Na0.915 (Ni0.375 Fe0.202 Mn0.308) O1.961,293.0,0.101325,trigonal,Na0.915(Ni0.375Fe0.202Mn0.308)O1.961
R -3 m H,(Li0.966 Ni0.034) (Ni0.757 Li0.043 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.966Ni0.034)(Ni0.757Li0.043Co0.1Mn0.1)O2
R -3 m H,(Li0.966 Ni0.034) (Ni0.756 Li0.044 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.966Ni0.034)(Ni0.756Li0.044Co0.1Mn0.1)O2
R -3 m H,(Li0.979 Ni0.021) (Ni0.757 Li0.043 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.979Ni0.021)(Ni0.757Li0.043Co0.1Mn0.1)O2
R -3 m H,Li (Ni0.425 Mn0.425 Co0.15) O2,293.0,0.101325,trigonal,Li(Ni0.425Mn0.425Co0.15)O2
R -3 m H,(Li0.927 Ni0.073) (Li0.073 Ni0.352 Mn0.425 Co0.15) O2,293.0,0.101325,trigonal,(Li0.927Ni0.073)(Li0.073Ni0.352Mn0.425Co0.15)O2
R -3 m H,(Li0.93 Ni0.07) (Li0.07 Ni0.355 Mn0.425 Co0.15) O2,293.0,0.101325,trigonal,(Li0.93Ni0.07)(Li0.07Ni0.355Mn0.425Co0.15)O2
R -3 c H,La0.57 Pr0.1 Ba0.33 Mn O3,293.0,0.101325,trigonal,La0.57Pr0.1Ba0.33MnO3
R -3 c H,La0.47 Pr0.2 Ba0.33 Mn O3,293.0,0.101325,trigonal,La0.47Pr0.2Ba0.33MnO3
R -3 c H,(La0.8 Na0.2) (Mn0.94 Bi0.06) O3,293.0,0.101325,trigonal,(La0.8Na0.2)(Mn0.94Bi0.06)O3
R -3 m H,Na0.76 Mn0.33 Ni0.33 Co0.33 O2,293.0,0.101325,trigonal,Na0.76Mn0.33Ni0.33Co0.33O2
P -3 m 1,(Ni0.5 Co0.2 Mn0.3) (O H)2,298.0,0.101325,trigonal,(Ni0.5Co0.2Mn0.3)(OH)2
R -3 m H,Na Ni0.2 Mn0.4 Cu0.2 O2,293.0,0.101325,trigonal,NaNi0.2Mn0.4Cu0.2O2
R -3 c H,Ca2.7 Sr0.3 Co Mn O6,293.0,0.101325,trigonal,Ca2.7Sr0.3CoMnO6
R -3 c H,Ca2.4 Sr0.6 Co Mn O6,293.0,0.101325,trigonal,Ca2.4Sr0.6CoMnO6
R -3 c H,Ca2.1 Sr0.9 Co Mn O6,293.0,0.101325,trigonal,Ca2.1Sr0.9CoMnO6
R -3 m H,Na0.67 Ni0.29 Mn0.63 Al0.08 O2,293.0,0.101325,trigonal,Na0.67Ni0.29Mn0.63Al0.08O2
R -3 m H,Na Ni0.4 Fe0.2 Mn0.4 O2,293.0,0.101325,trigonal,NaNi0.4Fe0.2Mn0.4O2
R -3 c H,La0.67 Ca0.28 Ag0.05 Mn O3,293.0,0.101325,trigonal,La0.67Ca0.28Ag0.05MnO3
R -3 c H,La0.642 Ca0.174 Ag0.144 Mn1.002 O3,293.0,0.101325,trigonal,La0.642Ca0.174Ag0.144Mn1.002O3
R -3 c H,La0.63 Ca0.18 Ag0.162 Mn1.002 O3,293.0,0.101325,trigonal,La0.63Ca0.18Ag0.162Mn1.002O3
R -3 c H,La0.67 Ca0.13 Ag0.2 Mn O3,293.0,0.101325,trigonal,La0.67Ca0.13Ag0.2MnO3
R -3 c H,La0.67 Ca0.05 Ag0.28 Mn O3,293.0,0.101325,trigonal,La0.67Ca0.05Ag0.28MnO3
R -3 m H,(Li0.963 Ni0.037) (Ni0.293 Co0.33 Mn0.33) O2,293.0,0.101325,trigonal,(Li0.963Ni0.037)(Ni0.293Co0.33Mn0.33)O2
R -3 m H,(Li0.81 Ni0.039) (Ni0.291 Co0.33 Mn0.33) O2,293.0,0.101325,trigonal,(Li0.81Ni0.039)(Ni0.291Co0.33Mn0.33)O2
R -3 m H,(Li0.69 Ni0.032) (Ni0.301 Co0.33 Mn0.33) O2,293.0,0.101325,trigonal,(Li0.69Ni0.032)(Ni0.301Co0.33Mn0.33)O2
R -3 m H,(Li0.57 Ni0.023) (Ni0.310 Co0.33 Mn0.33) O2,293.0,0.101325,trigonal,(Li0.57Ni0.023)(Ni0.310Co0.33Mn0.33)O2
R -3 m H,(Li0.49 Ni0.032) (Ni0.301 Co0.33 Mn0.33) O2,293.0,0.101325,trigonal,(Li0.49Ni0.032)(Ni0.301Co0.33Mn0.33)O2
R -3 m H,(Li0.40 Ni0.031) (Ni0.302 Co0.33 Mn0.33) O2,293.0,0.101325,trigonal,(Li0.40Ni0.031)(Ni0.302Co0.33Mn0.33)O2
R -3 m H,(Li0.31 Ni0.030) (Ni0.3 Co0.33 Mn0.33) O2,293.0,0.101325,trigonal,(Li0.31Ni0.030)(Ni0.3Co0.33Mn0.33)O2
R -3 m H,(Li0.24 Ni0.032) (Ni0.301 Co0.33 Mn0.33) O2,293.0,0.101325,trigonal,(Li0.24Ni0.032)(Ni0.301Co0.33Mn0.33)O2
R -3 c H,La0.67 Sr0.33 Mn0.85 Fe0.15 O3,293.0,0.101325,trigonal,La0.67Sr0.33Mn0.85Fe0.15O3
R -3 c H,La0.67 Sr0.33 Mn0.75 Fe0.25 O3,293.0,0.101325,trigonal,La0.67Sr0.33Mn0.75Fe0.25O3
R -3 c H,La0.67 Sr0.33 Mn0.65 Fe0.35 O3,293.0,0.101325,trigonal,La0.67Sr0.33Mn0.65Fe0.35O3
R -3 c H,(La0.7 Ba0.3) (Mn0.95 Al0.05) O3,293.0,0.101325,trigonal,(La0.7Ba0.3)(Mn0.95Al0.05)O3
R -3 c H,(La0.7 Ba0.3) (Mn0.90 Al0.10) O3,293.0,0.101325,trigonal,(La0.7Ba0.3)(Mn0.90Al0.10)O3
