CollectionCode	HMS	StructuredFormula	StructureType	Authors	CellParameter	CellVolume	Temperature	Pressure	PublicationYear	Quality	
45929	P 63/m m c	Na0.67 Mn0.7 Ni0.2 Mg0.1 O2	NaxCoO2	Su, Shilin; Bai, Xiaoyu; Ming, Lei; Xiao, Zhiming; Wang, Chunhui; Zhang, Bao; Cheng, Liao; Ou, Xing	2.883(3) 2.883(3) 11.206(9) 90. 90. 120.	80.66	293.00	0.101325	2022	-1	
67019	P 63/m m c	Sr Zn0.66 Mn1.44 Fe15.9 O27	BaMg2Fe16O27	Collomb, A.; Litsardakis, G.; Samaras, D.; Pannetier, J.	5.9442(8) 5.9442(8) 32.875(5) 90. 90. 120.	1005.97	758.00	0.101325	1989	-1	
92094	P 63	Na0.44 Mg0.15 Li0.1 Mn0.75 O2		Wu, Zhonghan; Ni, Youxuan; Tan, Sha; Hu, Enyuan; He, Lunhua; Liu, Jiuding; Hou, Machuan; Jiao, Peixin; Zhang, Kai; Cheng, Fangyi; Chen, Jun	4.9773 4.9773 11.1810 90. 90. 120.	239.88	293.00	0.101325	2023	-1	
92097	P 63/m m c	Na0.7 Mg0.15 Li0.1 Mn0.75 O2	NaxCoO2	Wu, Zhonghan; Ni, Youxuan; Tan, Sha; Hu, Enyuan; He, Lunhua; Liu, Jiuding; Hou, Machuan; Jiao, Peixin; Zhang, Kai; Cheng, Fangyi; Chen, Jun	2.8728 2.8728 11.1778 90. 90. 120.	79.89	293.00	0.101325	2023	-1	
92107	P 63	Na0.5 Mg0.15 Li0.1 Mn0.75 O2		Wu, Zhonghan; Ni, Youxuan; Tan, Sha; Hu, Enyuan; He, Lunhua; Liu, Jiuding; Hou, Machuan; Jiao, Peixin; Zhang, Kai; Cheng, Fangyi; Chen, Jun	4.9960 4.9960 11.1993 90. 90. 120.	242.08	293.00	0.101325	2023	-1	
92108	P 63/m m c	Na0.7 Mg0.15 Li0.1 Mn0.75 O2	NaxCoO2	Wu, Zhonghan; Ni, Youxuan; Tan, Sha; Hu, Enyuan; He, Lunhua; Liu, Jiuding; Hou, Machuan; Jiao, Peixin; Zhang, Kai; Cheng, Fangyi; Chen, Jun	2.8896 2.8896 11.2175 90. 90. 120.	81.12	293.00	0.101325	2023	-1	
93469	P 63/m m c	Na0.6667 (Co0.0417 Ni0.2916 Mn0.6667) O2	NaxCoO2	Lu, Z.-H.; Dahn, J.R.	2.8778 2.8778 11.1629 90 90 120	80.06	293.00	0.101325	2001	-1	
107363	P 63	Mn16 Si12 As3 O57 H17		Kato, T.; Watanabe, I.	13.420(4) 13.420(4) 14.320(5) 90 90 120	2233.46	293.00	0.101325	1992	-1	
113712	P 63/m m c	Na0.3 (Na0.5 Mg0.07) (Mn0.6 Co0.3 Mg0.03) O2	NaxCoO2	Li, Xun‐Lu; Bao, Jian; Shadike, Zulipiya; Wang, Qin‐Chao; Yang, Xiao‐Qing; Zhou, Yong‐Ning; Sun, Dalin; Fang, Fang	2.8635(2) 2.8635(2) 11.2370(1) 90. 90. 120.	79.79	293.00	0.101325	2021	-1	
113713	P 63/m m c	Na0.31 (Na0.49 Mg0.13) (Mn0.6 Co0.2 Mg0.07) O2	NaxCoO2	Li, Xun‐Lu; Bao, Jian; Shadike, Zulipiya; Wang, Qin‐Chao; Yang, Xiao‐Qing; Zhou, Yong‐Ning; Sun, Dalin; Fang, Fang	2.8067(3) 2.8067(3) 11.2004(1) 90. 90. 120.	76.41	293.00	0.101325	2021	-1	
113714	P 63/m m c	Na0.31 (Na0.49 Mg0.13) (Mn0.6 Co0.2 Mg0.07) O2	NaxCoO2	Li, Xun‐Lu; Bao, Jian; Shadike, Zulipiya; Wang, Qin‐Chao; Yang, Xiao‐Qing; Zhou, Yong‐Ning; Sun, Dalin; Fang, Fang	2.8679(1) 2.8679(1) 11.2044(8) 90. 90. 120.	79.81	293.00	0.101325	2021	-1	
119162	P 63/m m c	Na0.67 (Ni0.23 Mg0.1 Mn0.67) O2	NaxCoO2	Hou, Huidan; Gan, Baoheng; Gong, Yudong; Chen, Ning; Sun, Chunwen	2.8858(1) 2.8858(1) 11.1793(8) 90. 90. 120.	80.63	293.00	0.101325	2016	-1	
126814	P 63/m m c	Na0.67 Fe0.4 Mn0.5 Mg0.1 O2	NaxCoO2	Wang, Jingyu; Luo, Jing; Zhao, Bingbing; Zhao, Gaolei; Huang, Bingxin	2.9207 2.9207 11.2858 90. 90. 120.	83.38	293.00	0.101325	2023	-1	
127610	P 63 m c	Mn3 (Te O3)2 (O H)1.824 Br0.176		Eder, Felix; Weil, Matthias; Missen, Owen P.; Kolitsch, Uwe; Libowitzky, Eugen	13.4389(2) 13.4389(2) 5.16780(10) 90 90 120	808.28	293.00	0.101325	2022	-1	
127615	P 63 m c	Mn3 (Te O3)2 (O H)1.815 Cl0.185		Eder, Felix; Weil, Matthias; Missen, Owen P.; Kolitsch, Uwe; Libowitzky, Eugen	13.4364(6) 13.4364(6) 5.1738(3) 90 90 120	808.92	293.00	0.101325	2022	-1	
127703	P 63/m	Rb1.242 (Mn2 (Te O3)3) (H2 O)2	Na2Zn2(TeO3)3-frame	Eder, Felix; Marsollier, Alexandre; Weil, Matthias	9.5424(7) 9.5424(7) 7.8205(8) 90 90 120	616.70	293.00	0.101325	2023	-1	
127705	P 63	Cs (Mn2 (Te O3)3) (H2 O)		Eder, Felix; Marsollier, Alexandre; Weil, Matthias	18.7337(9) 18.7337(9) 7.7724(5) 90 90 120	2362.28	293.00	0.101325	2023	-1	
127707	P 63	Rb1.506 (Mn2 (Te O3)3) (H2 O)1.25		Eder, Felix; Marsollier, Alexandre; Weil, Matthias	18.7942(8) 18.7942(8) 7.8749(4) 90 90 120	2408.92	296.00	0.101325	2023	-1	
128740	P 63/m m c	Na0.749 Fe0.5 Mn0.35 Co0.15 O1.78	NaxCoO2	Chen, Wen; Feng, Xingyi; Wang, Yujie; Chen, Jialiang; Yang, Wei; Zou, Hanbo; Chen, Shengzhou	2.919600 2.919600 11.300100 90.000000 90.000000 120.000000	83.41	293.00	0.101325	2024	-1	
